Vastus medialis (mV)	Time (ms)
0.0	0.266
-0.0008	0.267
-0.006	0.268
-0.0165	0.269
-0.021	0.27
-0.0218	0.271
-0.0181	0.272
-0.0135	0.273
-0.0143	0.274
-0.0135	0.275
-0.012	0.276
-0.0128	0.277
-0.0285	0.278
-0.0413	0.279
-0.0353	0.28
-0.0278	0.281
-0.0143	0.282
0.0	0.283
0.0105	0.284
0.0135	0.285
0.0067	0.286
0.0	0.287
-0.012	0.288
-0.0128	0.289
-0.0075	0.29
-0.0046	0.291
-0.0046	0.292
-0.012	0.293
-0.0195	0.294
-0.024	0.295
-0.024	0.296
-0.0233	0.297
-0.0248	0.298
-0.0293	0.299
-0.03	0.3
-0.0308	0.301
-0.033	0.302
-0.0233	0.303
-0.021	0.304
-0.0143	0.305
-0.0091	0.306
-0.012	0.307
-0.0143	0.308
-0.027	0.309
-0.0293	0.31
-0.03	0.311
-0.024	0.312
-0.012	0.313
-0.0143	0.314
-0.0233	0.315
-0.0361	0.316
-0.0346	0.317
-0.0278	0.318
-0.0128	0.319
0.009	0.32
0.0202	0.321
0.0375	0.322
0.027	0.323
0.0105	0.324
-0.006	0.325
-0.0353	0.326
-0.0518	0.327
-0.0578	0.328
-0.0555	0.329
-0.048	0.33
-0.027	0.331
-0.0143	0.332
-0.0165	0.333
-0.0203	0.334
-0.0323	0.335
-0.0375	0.336
-0.0368	0.337
-0.0278	0.338
-0.0188	0.339
-0.0046	0.34
0.0195	0.341
0.0202	0.342
0.0067	0.343
-0.0015	0.344
-0.0046	0.345
-0.003	0.346
0.003	0.347
0.0082	0.348
0.0217	0.349
0.024	0.35
0.003	0.351
-0.0105	0.352
-0.027	0.353
-0.0361	0.354
-0.0353	0.355
-0.0398	0.356
-0.0368	0.357
-0.0338	0.358
-0.0278	0.359
-0.0233	0.36
-0.0218	0.361
-0.0233	0.362
-0.0203	0.363
-0.0143	0.364
-0.0158	0.365
-0.0181	0.366
-0.0165	0.367
-0.0128	0.368
-0.0091	0.369
-0.0068	0.37
-0.0091	0.371
-0.0105	0.372
-0.0091	0.373
-0.0158	0.374
-0.024	0.375
-0.0165	0.376
-0.0015	0.377
-0.0038	0.378
-0.0143	0.379
-0.024	0.38
-0.0263	0.381
-0.0218	0.382
-0.024	0.383
-0.0278	0.384
-0.033	0.385
-0.033	0.386
-0.024	0.387
-0.0165	0.388
-0.0128	0.389
-0.0128	0.39
-0.015	0.391
-0.0128	0.392
-0.0098	0.393
-0.012	0.394
-0.0165	0.395
-0.0195	0.396
-0.0195	0.397
-0.0181	0.398
-0.021	0.399
-0.0218	0.4
-0.027	0.401
-0.0256	0.402
-0.0128	0.403
-0.012	0.404
-0.0113	0.405
-0.0105	0.406
-0.0165	0.407
-0.0105	0.408
-0.0053	0.409
0.0037	0.41
0.006	0.411
0.0015	0.412
0.0	0.413
-0.0068	0.414
-0.003	0.415
0.0022	0.416
0.0037	0.417
-0.0023	0.418
-0.0098	0.419
-0.015	0.42
-0.0203	0.421
-0.0195	0.422
-0.0233	0.423
-0.0248	0.424
-0.0293	0.425
-0.033	0.426
-0.0353	0.427
-0.0383	0.428
-0.0368	0.429
-0.03	0.43
-0.015	0.431
-0.012	0.432
-0.0188	0.433
-0.0181	0.434
-0.0165	0.435
-0.0195	0.436
-0.0181	0.437
-0.012	0.438
-0.0113	0.439
-0.0143	0.44
-0.0181	0.441
-0.0278	0.442
-0.03	0.443
-0.0218	0.444
-0.0091	0.445
-0.0008	0.446
0.003	0.447
-0.0015	0.448
-0.0113	0.449
-0.0203	0.45
-0.024	0.451
-0.0293	0.452
-0.0383	0.453
-0.0218	0.454
0.0195	0.455
0.048	0.456
0.042	0.457
0.0142	0.458
-0.0158	0.459
-0.0405	0.46
-0.0511	0.461
-0.0495	0.462
-0.0525	0.463
-0.0488	0.464
-0.042	0.465
-0.042	0.466
-0.0383	0.467
-0.045	0.468
-0.0511	0.469
-0.042	0.47
-0.027	0.471
-0.0083	0.472
-0.0008	0.473
0.0007	0.474
-0.0015	0.475
-0.0015	0.476
-0.0008	0.477
-0.0068	0.478
-0.0143	0.479
-0.0181	0.48
-0.0195	0.481
-0.0158	0.482
-0.0113	0.483
-0.0233	0.484
-0.0248	0.485
-0.024	0.486
-0.0263	0.487
-0.0165	0.488
-0.0083	0.489
0.003	0.49
0.0187	0.491
0.0255	0.492
0.0165	0.493
0.0105	0.494
0.0157	0.495
0.0195	0.496
0.018	0.497
0.0217	0.498
0.018	0.499
-0.0008	0.5
-0.0203	0.501
-0.039	0.502
-0.0428	0.503
-0.0405	0.504
-0.0361	0.505
-0.0353	0.506
-0.0368	0.507
-0.042	0.508
-0.0503	0.509
-0.0495	0.51
-0.0375	0.511
-0.012	0.512
0.0067	0.513
0.0007	0.514
-0.0181	0.515
-0.039	0.516
-0.0368	0.517
-0.0181	0.518
-0.012	0.519
-0.0068	0.52
-0.0023	0.521
-0.0098	0.522
-0.0195	0.523
-0.0278	0.524
-0.0278	0.525
-0.0233	0.526
-0.0256	0.527
-0.0225	0.528
-0.0181	0.529
-0.0046	0.53
0.021	0.531
0.0352	0.532
0.0255	0.533
0.0045	0.534
-0.0188	0.535
-0.0353	0.536
-0.0368	0.537
-0.0353	0.538
-0.0323	0.539
-0.0278	0.54
-0.027	0.541
-0.0308	0.542
-0.039	0.543
-0.0383	0.544
-0.024	0.545
-0.0068	0.546
0.0015	0.547
-0.0053	0.548
-0.0135	0.549
-0.0195	0.55
-0.0203	0.551
-0.0181	0.552
-0.0173	0.553
-0.0105	0.554
-0.0105	0.555
-0.0143	0.556
-0.0143	0.557
-0.0158	0.558
-0.0195	0.559
-0.0233	0.56
-0.0195	0.561
-0.0188	0.562
-0.0225	0.563
-0.0188	0.564
-0.0143	0.565
-0.0105	0.566
-0.0015	0.567
0.0015	0.568
-0.0023	0.569
-0.0046	0.57
-0.003	0.571
0.0	0.572
-0.0015	0.573
-0.0083	0.574
-0.021	0.575
-0.0308	0.576
-0.0263	0.577
-0.0203	0.578
-0.024	0.579
-0.0233	0.58
-0.0218	0.581
-0.0293	0.582
-0.0308	0.583
-0.0315	0.584
-0.0195	0.585
0.0217	0.586
0.0502	0.587
0.054	0.588
0.0405	0.589
-0.012	0.59
-0.054	0.591
-0.0675	0.592
-0.0728	0.593
-0.066	0.594
-0.0863	0.595
-0.114	0.596
-0.1268	0.597
-0.1058	0.598
-0.0593	0.599
-0.0143	0.6
0.0097	0.601
0.0277	0.602
0.0577	0.603
0.0855	0.604
0.135	0.605
0.1462	0.606
0.1095	0.607
0.0592	0.608
-0.0143	0.609
-0.0495	0.61
-0.0615	0.611
-0.0585	0.612
-0.0353	0.613
-0.0428	0.614
-0.054	0.615
-0.0578	0.616
-0.0608	0.617
-0.0691	0.618
-0.0863	0.619
-0.0706	0.62
-0.0195	0.621
0.0315	0.622
0.0547	0.623
0.0292	0.624
-0.0091	0.625
-0.015	0.626
0.0007	0.627
0.0015	0.628
0.0015	0.629
-0.0015	0.63
-0.033	0.631
-0.0645	0.632
-0.0721	0.633
-0.0608	0.634
-0.0443	0.635
-0.0218	0.636
0.006	0.637
0.0232	0.638
0.018	0.639
-0.0008	0.64
-0.0165	0.641
-0.0233	0.642
-0.0293	0.643
-0.0346	0.644
-0.033	0.645
-0.027	0.646
-0.0256	0.647
-0.033	0.648
-0.0368	0.649
-0.0361	0.65
-0.0293	0.651
-0.0203	0.652
-0.0143	0.653
-0.0098	0.654
-0.0105	0.655
-0.015	0.656
-0.0233	0.657
-0.0203	0.658
-0.0068	0.659
0.0022	0.66
0.0127	0.661
0.0052	0.662
-0.0008	0.663
-0.0015	0.664
-0.006	0.665
-0.0075	0.666
-0.0083	0.667
-0.0038	0.668
-0.0158	0.669
-0.033	0.67
-0.042	0.671
-0.0443	0.672
-0.0315	0.673
-0.0128	0.674
0.003	0.675
-0.003	0.676
-0.0263	0.677
-0.0368	0.678
-0.0293	0.679
-0.0143	0.68
0.0067	0.681
0.0135	0.682
0.0217	0.683
0.0285	0.684
0.018	0.685
0.0127	0.686
0.0082	0.687
0.0007	0.688
-0.0068	0.689
-0.0105	0.69
-0.0203	0.691
-0.033	0.692
-0.0436	0.693
-0.0503	0.694
-0.0413	0.695
-0.0375	0.696
-0.0233	0.697
0.0007	0.698
0.003	0.699
-0.0068	0.7
-0.0256	0.701
-0.0436	0.702
-0.0495	0.703
-0.0608	0.704
-0.0585	0.705
-0.0315	0.706
-0.012	0.707
-0.0098	0.708
-0.0165	0.709
-0.0128	0.71
-0.0046	0.711
0.0052	0.712
0.0045	0.713
-0.0083	0.714
-0.0098	0.715
-0.0225	0.716
-0.0465	0.717
-0.0653	0.718
-0.0615	0.719
-0.0458	0.72
-0.0233	0.721
0.0067	0.722
0.0555	0.723
0.0937	0.724
0.0952	0.725
0.0825	0.726
0.0502	0.727
0.0375	0.728
0.0067	0.729
-0.042	0.73
-0.063	0.731
-0.0945	0.732
-0.105	0.733
-0.1125	0.734
-0.1118	0.735
-0.093	0.736
-0.0893	0.737
-0.1035	0.738
-0.114	0.739
-0.1095	0.74
-0.09	0.741
-0.0195	0.742
0.0435	0.743
0.0795	0.744
0.0885	0.745
0.0465	0.746
0.0465	0.747
0.06	0.748
0.0495	0.749
0.0442	0.75
0.0232	0.751
-0.003	0.752
-0.0143	0.753
-0.0105	0.754
0.0097	0.755
0.0285	0.756
0.054	0.757
0.0442	0.758
-0.0046	0.759
-0.0278	0.76
-0.0428	0.761
-0.0465	0.762
-0.0458	0.763
-0.0495	0.764
-0.0413	0.765
-0.0436	0.766
-0.0428	0.767
-0.0375	0.768
-0.0533	0.769
-0.057	0.77
-0.048	0.771
-0.045	0.772
-0.0293	0.773
-0.0188	0.774
-0.0098	0.775
-0.0023	0.776
0.0037	0.777
0.018	0.778
0.0165	0.779
0.0082	0.78
-0.0098	0.781
-0.0308	0.782
-0.0368	0.783
-0.0465	0.784
-0.0533	0.785
-0.0518	0.786
-0.0398	0.787
-0.024	0.788
-0.0165	0.789
-0.0105	0.79
-0.003	0.791
0.024	0.792
0.0517	0.793
0.0592	0.794
0.0652	0.795
0.0562	0.796
0.0217	0.797
-0.0015	0.798
-0.0278	0.799
-0.0548	0.8
-0.063	0.801
-0.0638	0.802
-0.0533	0.803
-0.0503	0.804
-0.0503	0.805
-0.0511	0.806
-0.054	0.807
-0.0375	0.808
-0.024	0.809
-0.0135	0.81
0.0015	0.811
-0.0008	0.812
-0.0143	0.813
-0.0113	0.814
-0.0015	0.815
0.0007	0.816
0.0037	0.817
0.0015	0.818
0.006	0.819
0.0135	0.82
0.0075	0.821
0.0007	0.822
0.0	0.823
-0.0323	0.824
-0.0533	0.825
-0.054	0.826
-0.066	0.827
-0.057	0.828
-0.042	0.829
-0.048	0.83
-0.063	0.831
-0.057	0.832
-0.0405	0.833
-0.0083	0.834
0.018	0.835
0.042	0.836
0.0592	0.837
0.0472	0.838
0.015	0.839
-0.0203	0.84
-0.0323	0.841
-0.0465	0.842
-0.033	0.843
-0.012	0.844
0.0097	0.845
0.0232	0.846
-0.0181	0.847
-0.0533	0.848
-0.0593	0.849
-0.0091	0.85
0.0142	0.851
-0.0105	0.852
0.0165	0.853
0.0765	0.854
0.1185	0.855
0.0532	0.856
-0.0765	0.857
-0.1515	0.858
-0.1598	0.859
-0.129	0.86
-0.0525	0.861
0.0322	0.862
0.075	0.863
0.0277	0.864
-0.033	0.865
-0.0353	0.866
-0.0495	0.867
-0.0495	0.868
-0.0383	0.869
-0.0165	0.87
-0.0075	0.871
-0.0233	0.872
-0.0256	0.873
-0.0233	0.874
-0.0353	0.875
-0.0653	0.876
-0.0578	0.877
-0.024	0.878
0.0255	0.879
0.0585	0.88
0.084	0.881
0.099	0.882
0.0525	0.883
0.0112	0.884
-0.0308	0.885
-0.0578	0.886
-0.0533	0.887
-0.0465	0.888
-0.0473	0.889
-0.0668	0.89
-0.0645	0.891
-0.0615	0.892
-0.0645	0.893
-0.0465	0.894
-0.0338	0.895
-0.003	0.896
0.0607	0.897
0.0832	0.898
0.042	0.899
-0.024	0.9
-0.0691	0.901
-0.0728	0.902
-0.063	0.903
-0.0413	0.904
-0.024	0.905
-0.0203	0.906
-0.0068	0.907
0.0202	0.908
0.0532	0.909
0.0457	0.91
0.0105	0.911
-0.0218	0.912
-0.0578	0.913
-0.0675	0.914
-0.0645	0.915
-0.03	0.916
0.0405	0.917
0.0532	0.918
0.0382	0.919
-0.0008	0.92
-0.0638	0.921
-0.0863	0.922
-0.0653	0.923
-0.0173	0.924
-0.0181	0.925
-0.0436	0.926
-0.0465	0.927
-0.0315	0.928
0.0015	0.929
0.036	0.93
0.0547	0.931
0.054	0.932
0.0562	0.933
0.0607	0.934
0.099	0.935
0.1522	0.936
0.1327	0.937
0.0465	0.938
-0.0436	0.939
-0.1088	0.94
-0.1696	0.941
-0.1965	0.942
-0.1898	0.943
-0.1448	0.944
-0.0375	0.945
0.0157	0.946
-0.0346	0.947
-0.066	0.948
-0.039	0.949
0.0067	0.95
0.012	0.951
-0.0315	0.952
-0.0203	0.953
0.0532	0.954
0.0847	0.955
0.0165	0.956
-0.0315	0.957
-0.0338	0.958
-0.0091	0.959
0.069	0.96
0.0892	0.961
0.0367	0.962
-0.0495	0.963
-0.129	0.964
-0.1688	0.965
-0.1838	0.966
-0.1538	0.967
-0.1313	0.968
-0.1006	0.969
-0.0188	0.97
0.042	0.971
0.0862	0.972
0.1027	0.973
0.0855	0.974
0.054	0.975
0.0465	0.976
0.018	0.977
-0.021	0.978
-0.006	0.979
-0.0353	0.98
-0.0608	0.981
-0.0773	0.982
-0.0773	0.983
0.0007	0.984
0.0877	0.985
0.1477	0.986
0.117	0.987
0.0367	0.988
-0.0428	0.989
-0.0691	0.99
-0.09	0.991
-0.1313	0.992
-0.1365	0.993
-0.1538	0.994
-0.0818	0.995
0.0607	0.996
0.129	0.997
0.0502	0.998
-0.0548	0.999
-0.1155	1.0
-0.1463	1.001
-0.111	1.002
-0.1043	1.003
-0.0578	1.004
0.0465	1.005
0.1687	1.006
0.183	1.007
0.084	1.008
0.0592	1.009
0.0705	1.01
0.0982	1.011
0.0502	1.012
-0.027	1.013
-0.081	1.014
-0.1058	1.015
-0.0788	1.016
-0.0923	1.017
-0.0713	1.018
-0.0293	1.019
0.033	1.02
0.0697	1.021
0.081	1.022
0.0892	1.023
0.027	1.024
-0.0256	1.025
-0.1163	1.026
-0.2048	1.027
-0.2138	1.028
-0.2026	1.029
-0.189	1.03
-0.1485	1.031
-0.0368	1.032
0.0705	1.033
0.108	1.034
0.1012	1.035
0.1117	1.036
0.1777	1.037
0.2767	1.038
0.321	1.039
0.1755	1.04
-0.0428	1.041
-0.1883	1.042
-0.2633	1.043
-0.2693	1.044
-0.3165	1.045
-0.2955	1.046
-0.2138	1.047
-0.1215	1.048
0.0382	1.049
0.105	1.05
0.0817	1.051
0.0322	1.052
0.0157	1.053
0.0195	1.054
0.018	1.055
0.0495	1.056
0.1065	1.057
0.1852	1.058
0.1267	1.059
-0.0098	1.06
-0.0698	1.061
-0.0893	1.062
-0.0975	1.063
-0.1065	1.064
-0.0728	1.065
-0.0195	1.066
0.0817	1.067
0.1582	1.068
0.123	1.069
0.0577	1.07
-0.0353	1.071
-0.1088	1.072
-0.096	1.073
-0.096	1.074
-0.1358	1.075
-0.1215	1.076
-0.0563	1.077
0.0517	1.078
0.1222	1.079
0.0802	1.08
-0.0098	1.081
-0.1088	1.082
-0.108	1.083
-0.0346	1.084
0.0082	1.085
0.042	1.086
0.0442	1.087
0.018	1.088
-0.0503	1.089
-0.0668	1.09
-0.06	1.091
-0.075	1.092
-0.0945	1.093
-0.1268	1.094
-0.0743	1.095
-0.0135	1.096
0.0607	1.097
0.2047	1.098
0.255	1.099
0.1627	1.1
0.0645	1.101
-0.0713	1.102
-0.18	1.103
-0.2453	1.104
-0.2708	1.105
-0.162	1.106
-0.0675	1.107
-0.027	1.108
-0.048	1.109
0.0285	1.11
0.231	1.111
0.4425	1.112
0.4215	1.113
0.1522	1.114
-0.099	1.115
-0.3293	1.116
-0.3233	1.117
-0.2813	1.118
-0.261	1.119
-0.1703	1.12
-0.1133	1.121
-0.0608	1.122
-0.0443	1.123
0.0345	1.124
0.0622	1.125
0.0772	1.126
0.129	1.127
0.1657	1.128
0.15	1.129
0.069	1.13
0.009	1.131
-0.1006	1.132
-0.1696	1.133
-0.1913	1.134
-0.1958	1.135
-0.1778	1.136
-0.1665	1.137
-0.1095	1.138
0.018	1.139
0.2122	1.14
0.2932	1.141
0.2145	1.142
0.1275	1.143
0.1665	1.144
0.1837	1.145
0.105	1.146
0.0817	1.147
0.0427	1.148
-0.0098	1.149
-0.021	1.15
-0.0698	1.151
-0.1575	1.152
-0.2483	1.153
-0.2776	1.154
-0.0195	1.155
0.2947	1.156
0.2302	1.157
0.0045	1.158
-0.1118	1.159
-0.1545	1.16
-0.1726	1.161
-0.2243	1.162
-0.2836	1.163
-0.3068	1.164
-0.255	1.165
-0.1448	1.166
-0.0173	1.167
0.222	1.168
0.3652	1.169
0.2242	1.17
0.0352	1.171
-0.0706	1.172
-0.1245	1.173
-0.1215	1.174
-0.0165	1.175
0.0465	1.176
0.012	1.177
-0.0691	1.178
-0.1718	1.179
-0.117	1.18
-0.1006	1.181
-0.1223	1.182
-0.063	1.183
0.0045	1.184
0.039	1.185
0.024	1.186
0.042	1.187
0.0562	1.188
0.0517	1.189
0.0757	1.19
0.1267	1.191
0.1972	1.192
0.2257	1.193
0.0832	1.194
-0.0653	1.195
-0.054	1.196
0.0712	1.197
0.1597	1.198
0.0187	1.199
-0.105	1.2
-0.1388	1.201
-0.1208	1.202
-0.0315	1.203
-0.1178	1.204
-0.2903	1.205
-0.3855	1.206
-0.4665	1.207
-0.4515	1.208
-0.2573	1.209
0.0307	1.21
0.2182	1.211
0.2505	1.212
0.5385	1.213
0.825	1.214
0.5557	1.215
0.258	1.216
0.2677	1.217
0.2512	1.218
0.147	1.219
0.0307	1.22
-0.24	1.221
-0.3683	1.222
-0.4148	1.223
-0.6226	1.224
-0.6015	1.225
-0.5873	1.226
-0.3765	1.227
-0.0368	1.228
0.0862	1.229
0.165	1.23
0.0855	1.231
0.0727	1.232
0.0652	1.233
0.075	1.234
0.066	1.235
-0.0856	1.236
-0.1028	1.237
-0.0473	1.238
-0.03	1.239
-0.0473	1.24
-0.0053	1.241
0.0712	1.242
-0.0015	1.243
-0.0945	1.244
-0.0728	1.245
-0.0046	1.246
0.03	1.247
0.0367	1.248
0.0517	1.249
0.1837	1.25
0.3105	1.251
0.2835	1.252
0.1612	1.253
0.0022	1.254
-0.0743	1.255
-0.084	1.256
-0.1403	1.257
-0.2048	1.258
-0.1365	1.259
0.0315	1.26
0.1522	1.261
0.2032	1.262
0.1282	1.263
-0.0563	1.264
-0.12	1.265
-0.0203	1.266
0.1117	1.267
0.117	1.268
0.1485	1.269
0.276	1.27
0.204	1.271
0.0067	1.272
-0.1223	1.273
-0.2633	1.274
-0.3481	1.275
-0.3923	1.276
-0.4081	1.277
-0.3421	1.278
-0.3278	1.279
-0.2213	1.28
-0.039	1.281
0.0727	1.282
0.174	1.283
0.195	1.284
0.0105	1.285
-0.162	1.286
-0.1155	1.287
-0.0143	1.288
-0.0473	1.289
-0.0825	1.29
0.0307	1.291
0.1312	1.292
0.1087	1.293
0.0262	1.294
0.1035	1.295
0.2422	1.296
0.3232	1.297
0.4042	1.298
0.3337	1.299
0.0525	1.3
-0.2806	1.301
-0.4223	1.302
-0.3496	1.303
-0.1965	1.304
-0.0706	1.305
-0.063	1.306
-0.0765	1.307
-0.0675	1.308
-0.0428	1.309
-0.0405	1.31
-0.0856	1.311
-0.0765	1.312
-0.0398	1.313
0.0337	1.314
0.1125	1.315
0.1657	1.316
0.2332	1.317
0.1552	1.318
-0.0038	1.319
-0.105	1.32
-0.177	1.321
-0.1388	1.322
-0.123	1.323
-0.0856	1.324
-0.012	1.325
0.0045	1.326
0.072	1.327
0.0667	1.328
0.0352	1.329
-0.0203	1.33
-0.0953	1.331
-0.0256	1.332
-0.021	1.333
-0.0075	1.334
0.1027	1.335
0.1755	1.336
0.1957	1.337
0.0772	1.338
-0.0195	1.339
-0.1021	1.34
-0.2333	1.341
-0.333	1.342
-0.3645	1.343
-0.2791	1.344
-0.1013	1.345
0.0937	1.346
0.312	1.347
0.3607	1.348
0.135	1.349
0.0607	1.35
0.0315	1.351
0.0037	1.352
0.0562	1.353
-0.0675	1.354
-0.1373	1.355
0.0202	1.356
0.423	1.357
0.4575	1.358
-0.0323	1.359
-0.4365	1.36
-0.5888	1.361
-0.2505	1.362
0.0585	1.363
-0.1013	1.364
-0.3218	1.365
-0.4103	1.366
-0.2498	1.367
0.0427	1.368
0.1387	1.369
0.0555	1.37
-0.0533	1.371
-0.0503	1.372
-0.03	1.373
-0.0293	1.374
-0.042	1.375
-0.0915	1.376
-0.0263	1.377
0.0847	1.378
0.1522	1.379
0.1777	1.38
0.1635	1.381
0.1822	1.382
0.1312	1.383
0.0712	1.384
0.078	1.385
0.0345	1.386
0.0067	1.387
-0.0203	1.388
-0.0346	1.389
-0.0533	1.39
-0.0788	1.391
-0.0038	1.392
0.066	1.393
0.0772	1.394
0.0352	1.395
-0.0645	1.396
-0.1478	1.397
-0.1493	1.398
-0.1426	1.399
-0.1215	1.4
-0.0518	1.401
0.0097	1.402
0.0592	1.403
0.0397	1.404
-0.039	1.405
-0.0856	1.406
-0.042	1.407
0.0142	1.408
0.0097	1.409
0.0157	1.41
-0.048	1.411
-0.1065	1.412
-0.093	1.413
0.078	1.414
0.369	1.415
0.4065	1.416
0.291	1.417
0.0495	1.418
-0.1748	1.419
-0.2685	1.42
-0.3608	1.421
-0.2333	1.422
-0.1635	1.423
-0.1411	1.424
-0.1373	1.425
-0.2625	1.426
-0.2903	1.427
-0.2715	1.428
-0.0998	1.429
0.0975	1.43
0.2677	1.431
0.399	1.432
0.3742	1.433
0.3502	1.434
0.2535	1.435
0.3382	1.436
0.5542	1.437
0.3675	1.438
0.0967	1.439
0.0382	1.44
-0.054	1.441
-0.186	1.442
-0.3803	1.443
-0.6045	1.444
-0.6983	1.445
-0.7538	1.446
-0.6278	1.447
-0.2828	1.448
-0.0728	1.449
0.0705	1.45
0.2332	1.451
0.3045	1.452
0.1672	1.453
-0.0818	1.454
-0.18	1.455
-0.1838	1.456
-0.0405	1.457
0.0742	1.458
0.003	1.459
-0.0135	1.46
-0.0278	1.461
-0.006	1.462
0.0352	1.463
0.048	1.464
0.0765	1.465
0.066	1.466
0.0832	1.467
0.105	1.468
0.0457	1.469
