VaMe,time
0.003,0.001
0.0022,0.002
0.0007,0.003
-0.0075,0.004
-0.0128,0.005
-0.015,0.006
-0.0075,0.007
0.0052,0.008
0.0067,0.009
0.012,0.01
0.0165,0.011
0.0157,0.012
0.0195,0.013
0.0202,0.014
0.0255,0.015
0.0255,0.016
0.018,0.017
0.0105,0.018
0.0007,0.019
-0.003,0.02
-0.0068,0.021
-0.0083,0.022
-0.0075,0.023
-0.0068,0.024
-0.0038,0.025
-0.003,0.026
-0.0038,0.027
-0.0068,0.028
-0.0083,0.029
-0.0083,0.03
-0.0068,0.031
-0.0015,0.032
-0.0008,0.033
0.0007,0.034
0.0015,0.035
0.0015,0.036
0.0015,0.037
0.0007,0.038
-0.0008,0.039
-0.003,0.04
-0.003,0.041
-0.0008,0.042
-0.0015,0.043
-0.0008,0.044
-0.003,0.045
-0.0023,0.046
0.0022,0.047
0.009,0.048
0.0127,0.049
0.0105,0.05
0.0127,0.051
0.015,0.052
0.0112,0.053
0.0052,0.054
-0.0023,0.055
-0.0015,0.056
-0.0008,0.057
-0.0053,0.058
-0.0098,0.059
-0.0083,0.06
-0.0015,0.061
0.0022,0.062
0.0022,0.063
-0.003,0.064
-0.0075,0.065
-0.0083,0.066
-0.0015,0.067
0.0045,0.068
0.0037,0.069
0.0067,0.07
0.0127,0.071
0.012,0.072
0.0105,0.073
0.009,0.074
0.0037,0.075
-0.0083,0.076
-0.0143,0.077
-0.0158,0.078
-0.0143,0.079
-0.0128,0.08
-0.0105,0.081
-0.0023,0.082
0.0067,0.083
0.0135,0.084
0.015,0.085
0.012,0.086
0.0082,0.087
0.0067,0.088
0.0097,0.089
0.0142,0.09
0.024,0.091
0.0405,0.092
0.0405,0.093
0.0195,0.094
-0.0038,0.095
-0.0248,0.096
-0.0368,0.097
-0.0405,0.098
-0.0405,0.099
-0.0323,0.1
-0.0233,0.101
-0.0128,0.102
0.0007,0.103
0.006,0.104
0.012,0.105
0.0165,0.106
0.0202,0.107
0.0285,0.108
0.0255,0.109
0.0195,0.11
0.0105,0.111
-0.0015,0.112
-0.003,0.113
0.0007,0.114
0.003,0.115
0.0015,0.116
-0.0015,0.117
-0.0083,0.118
-0.015,0.119
-0.0181,0.12
-0.0165,0.121
-0.0083,0.122
0.0,0.123
0.0082,0.124
0.015,0.125
0.018,0.126
0.0165,0.127
0.012,0.128
0.0127,0.129
0.0105,0.13
0.0082,0.131
0.006,0.132
0.0007,0.133
0.0007,0.134
0.0015,0.135
0.006,0.136
0.0105,0.137
0.0052,0.138
-0.0015,0.139
-0.0098,0.14
-0.0128,0.141
-0.0143,0.142
-0.0165,0.143
-0.012,0.144
-0.0105,0.145
-0.0053,0.146
0.0022,0.147
0.0015,0.148
0.0037,0.149
0.003,0.15
0.0082,0.151
0.012,0.152
0.012,0.153
0.0142,0.154
0.012,0.155
0.0105,0.156
0.0052,0.157
0.0007,0.158
0.0007,0.159
-0.0008,0.16
-0.003,0.161
-0.0053,0.162
-0.0083,0.163
-0.0098,0.164
-0.0105,0.165
-0.0135,0.166
-0.0105,0.167
-0.0046,0.168
0.0015,0.169
0.0045,0.17
0.003,0.171
0.0052,0.172
0.0067,0.173
0.0067,0.174
0.0127,0.175
0.018,0.176
0.018,0.177
0.0112,0.178
0.003,0.179
0.0007,0.18
-0.0015,0.181
-0.0038,0.182
-0.0083,0.183
-0.012,0.184
-0.0113,0.185
-0.0083,0.186
-0.0046,0.187
-0.0053,0.188
-0.0068,0.189
-0.003,0.19
0.009,0.191
0.0232,0.192
0.0307,0.193
0.03,0.194
0.0195,0.195
0.0045,0.196
-0.0053,0.197
-0.0075,0.198
-0.006,0.199
-0.0046,0.2
-0.0023,0.201
-0.0008,0.202
0.0015,0.203
0.003,0.204
0.003,0.205
0.003,0.206
-0.0008,0.207
-0.0053,0.208
-0.0053,0.209
-0.0098,0.21
-0.0128,0.211
-0.0105,0.212
-0.012,0.213
-0.012,0.214
0.0015,0.215
0.021,0.216
0.027,0.217
0.0135,0.218
-0.0008,0.219
-0.0091,0.22
-0.012,0.221
-0.0015,0.222
0.0067,0.223
0.0105,0.224
0.0097,0.225
0.0015,0.226
-0.0015,0.227
-0.0053,0.228
-0.0083,0.229
-0.0053,0.23
-0.0083,0.231
-0.0068,0.232
-0.0091,0.233
-0.0135,0.234
-0.0135,0.235
-0.0105,0.236
-0.0046,0.237
0.0037,0.238
0.0195,0.239
0.0322,0.24
0.033,0.241
0.0307,0.242
0.0217,0.243
0.015,0.244
0.0067,0.245
-0.0015,0.246
-0.0046,0.247
-0.0098,0.248
-0.0105,0.249
-0.0083,0.25
-0.0046,0.251
0.0067,0.252
0.0112,0.253
0.0127,0.254
0.009,0.255
0.003,0.256
-0.0008,0.257
-0.0008,0.258
0.0052,0.259
0.0052,0.26
0.0015,0.261
-0.0008,0.262
-0.0075,0.263
-0.0128,0.264
-0.0158,0.265
-0.0143,0.266
-0.0083,0.267
-0.0008,0.268
0.006,0.269
0.0037,0.27
-0.0068,0.271
-0.015,0.272
-0.015,0.273
-0.0075,0.274
0.0022,0.275
0.012,0.276
0.0165,0.277
0.0217,0.278
0.0255,0.279
0.015,0.28
0.0045,0.281
0.003,0.282
0.0007,0.283
0.0045,0.284
0.009,0.285
0.0127,0.286
0.0105,0.287
-0.0008,0.288
-0.0053,0.289
-0.0068,0.29
-0.0083,0.291
-0.0113,0.292
-0.0188,0.293
-0.0195,0.294
-0.0233,0.295
-0.0188,0.296
-0.0083,0.297
0.0015,0.298
0.0105,0.299
0.012,0.3
0.0142,0.301
0.0195,0.302
0.0172,0.303
0.0142,0.304
0.009,0.305
0.009,0.306
0.0097,0.307
0.0097,0.308
0.0082,0.309
0.009,0.31
0.012,0.311
0.012,0.312
0.0127,0.313
0.009,0.314
0.0015,0.315
-0.0053,0.316
-0.0083,0.317
-0.0091,0.318
-0.0098,0.319
-0.0091,0.32
-0.0143,0.321
-0.0233,0.322
-0.027,0.323
-0.0165,0.324
0.0,0.325
0.0052,0.326
0.009,0.327
0.0037,0.328
-0.0046,0.329
-0.0015,0.33
0.0045,0.331
0.0195,0.332
0.0202,0.333
0.0082,0.334
0.0045,0.335
-0.0015,0.336
-0.0053,0.337
-0.0023,0.338
0.0105,0.339
0.018,0.34
0.0082,0.341
-0.0053,0.342
-0.0203,0.343
-0.0233,0.344
-0.0203,0.345
-0.0128,0.346
-0.0015,0.347
0.0,0.348
0.0105,0.349
0.0195,0.35
0.0195,0.351
0.0255,0.352
0.0255,0.353
0.0247,0.354
0.015,0.355
-0.0008,0.356
-0.0098,0.357
-0.0195,0.358
-0.0218,0.359
-0.0203,0.36
-0.0135,0.361
-0.0015,0.362
0.0052,0.363
0.0067,0.364
0.0045,0.365
0.0015,0.366
-0.0008,0.367
0.0007,0.368
0.0105,0.369
0.0195,0.37
0.0255,0.371
0.027,0.372
0.021,0.373
0.015,0.374
0.0052,0.375
-0.0008,0.376
0.0,0.377
-0.0015,0.378
-0.0083,0.379
-0.0128,0.38
-0.0195,0.381
-0.024,0.382
-0.0203,0.383
-0.012,0.384
-0.0023,0.385
0.0007,0.386
-0.0015,0.387
-0.0083,0.388
-0.0158,0.389
-0.0158,0.39
-0.0083,0.391
0.0015,0.392
0.0075,0.393
0.0135,0.394
0.021,0.395
0.0262,0.396
0.027,0.397
0.0165,0.398
0.0082,0.399
0.0,0.4
-0.0068,0.401
-0.0091,0.402
-0.0068,0.403
0.0022,0.404
0.0127,0.405
0.0195,0.406
0.0165,0.407
0.0045,0.408
-0.0053,0.409
-0.0098,0.41
-0.0098,0.411
-0.0015,0.412
0.0135,0.413
0.0202,0.414
0.018,0.415
0.009,0.416
-0.0023,0.417
-0.012,0.418
-0.0203,0.419
-0.0263,0.42
-0.0233,0.421
-0.0158,0.422
-0.0068,0.423
-0.0023,0.424
-0.0075,0.425
-0.0008,0.426
0.0142,0.427
0.0255,0.428
0.042,0.429
0.042,0.43
0.03,0.431
0.0255,0.432
0.0142,0.433
0.0045,0.434
-0.0083,0.435
-0.0293,0.436
-0.0383,0.437
