VaMe,time
0.0082,0.001
0.0067,0.002
-0.0038,0.003
-0.0158,0.004
-0.0158,0.005
-0.0233,0.006
-0.0143,0.007
-0.0128,0.008
-0.0038,0.009
0.0127,0.01
0.0232,0.011
0.0397,0.012
0.0405,0.013
0.0345,0.014
0.0255,0.015
0.0142,0.016
0.0105,0.017
0.0007,0.018
-0.0083,0.019
-0.0165,0.02
-0.0225,0.021
-0.027,0.022
-0.027,0.023
-0.0165,0.024
-0.0038,0.025
0.0015,0.026
0.009,0.027
0.0217,0.028
0.024,0.029
0.027,0.03
0.024,0.031
0.0127,0.032
0.0067,0.033
-0.0091,0.034
-0.0173,0.035
-0.0315,0.036
-0.0465,0.037
-0.0555,0.038
-0.0668,0.039
-0.0555,0.04
-0.039,0.041
-0.0128,0.042
0.0195,0.043
0.042,0.044
0.06,0.045
0.063,0.046
0.06,0.047
0.051,0.048
0.0382,0.049
0.0217,0.05
0.0067,0.051
-0.0075,0.052
-0.024,0.053
-0.0315,0.054
-0.042,0.055
-0.0338,0.056
-0.0233,0.057
-0.0158,0.058
-0.0015,0.059
0.0157,0.06
0.042,0.061
0.0495,0.062
0.06,0.063
0.0622,0.064
0.0465,0.065
0.03,0.066
-0.0046,0.067
-0.0315,0.068
-0.0555,0.069
-0.0706,0.07
-0.0713,0.071
-0.0623,0.072
-0.0361,0.073
-0.0068,0.074
0.0247,0.075
0.0397,0.076
0.042,0.077
0.0382,0.078
0.0292,0.079
0.0195,0.08
0.0067,0.081
0.0015,0.082
-0.0015,0.083
-0.0008,0.084
0.0067,0.085
0.0105,0.086
0.0195,0.087
0.0202,0.088
0.0052,0.089
-0.0053,0.09
-0.0098,0.091
-0.0173,0.092
-0.0181,0.093
-0.0091,0.094
-0.006,0.095
-0.0038,0.096
-0.006,0.097
0.003,0.098
0.0157,0.099
0.027,0.1
0.0315,0.101
0.027,0.102
0.0277,0.103
0.0172,0.104
0.0127,0.105
0.0195,0.106
0.0195,0.107
0.018,0.108
0.0082,0.109
-0.0023,0.11
-0.0143,0.111
-0.0181,0.112
-0.021,0.113
-0.0346,0.114
-0.042,0.115
-0.0533,0.116
-0.0585,0.117
-0.0578,0.118
-0.0593,0.119
-0.0525,0.12
-0.0413,0.121
-0.0173,0.122
0.0097,0.123
0.0352,0.124
0.0502,0.125
0.048,0.126
0.0457,0.127
0.0412,0.128
0.0382,0.129
0.033,0.13
0.0202,0.131
0.012,0.132
0.0015,0.133
0.0015,0.134
0.0127,0.135
0.0337,0.136
0.0615,0.137
0.0712,0.138
0.075,0.139
0.0675,0.14
0.0292,0.141
-0.012,0.142
-0.0503,0.143
-0.0735,0.144
-0.0795,0.145
-0.0803,0.146
-0.0691,0.147
-0.063,0.148
-0.0503,0.149
-0.033,0.15
-0.0075,0.151
0.0375,0.152
0.0667,0.153
0.0877,0.154
0.0885,0.155
0.069,0.156
0.0382,0.157
-0.0053,0.158
-0.0278,0.159
-0.0428,0.16
-0.0428,0.161
-0.0263,0.162
-0.024,0.163
-0.0053,0.164
0.0255,0.165
0.06,0.166
0.075,0.167
0.0472,0.168
0.0067,0.169
-0.042,0.17
-0.075,0.171
-0.0915,0.172
-0.0968,0.173
-0.0735,0.174
-0.0405,0.175
-0.0015,0.176
0.0367,0.177
0.0712,0.178
0.0862,0.179
0.0765,0.18
0.0607,0.181
0.0307,0.182
0.0052,0.183
-0.0181,0.184
-0.0368,0.185
-0.0428,0.186
-0.0443,0.187
-0.0353,0.188
-0.03,0.189
-0.0218,0.19
-0.0143,0.191
-0.003,0.192
0.0165,0.193
0.0277,0.194
0.0382,0.195
0.0375,0.196
0.03,0.197
0.0202,0.198
0.0045,0.199
-0.0091,0.2
-0.0181,0.201
-0.012,0.202
0.0052,0.203
0.021,0.204
0.033,0.205
0.03,0.206
0.024,0.207
0.012,0.208
-0.006,0.209
-0.0256,0.21
-0.0368,0.211
-0.0315,0.212
-0.0195,0.213
-0.0038,0.214
0.012,0.215
0.0217,0.216
0.0307,0.217
0.03,0.218
0.0292,0.219
0.0142,0.22
-0.0068,0.221
-0.0315,0.222
-0.0638,0.223
-0.0773,0.224
-0.0825,0.225
-0.0743,0.226
-0.0488,0.227
-0.0046,0.228
0.0465,0.229
0.1065,0.23
0.1635,0.231
0.1837,0.232
0.1762,0.233
0.1372,0.234
0.087,0.235
0.0195,0.236
-0.0698,0.237
-0.1238,0.238
-0.1441,0.239
-0.1305,0.24
-0.0975,0.241
-0.0706,0.242
-0.0518,0.243
-0.0443,0.244
-0.0383,0.245
-0.0091,0.246
0.0202,0.247
0.03,0.248
0.033,0.249
0.042,0.25
0.0502,0.251
0.0412,0.252
0.0292,0.253
0.018,0.254
0.0015,0.255
-0.0225,0.256
-0.0533,0.257
-0.0735,0.258
-0.0818,0.259
-0.066,0.26
-0.0383,0.261
0.003,0.262
0.0517,0.263
0.0937,0.264
0.1185,0.265
0.114,0.266
0.105,0.267
0.0735,0.268
0.0337,0.269
0.0007,0.27
-0.0203,0.271
-0.0375,0.272
-0.054,0.273
-0.0405,0.274
-0.0233,0.275
0.0172,0.276
0.0495,0.277
0.0352,0.278
0.0247,0.279
0.0127,0.28
0.0007,0.281
-0.039,0.282
-0.0825,0.283
-0.1028,0.284
-0.1133,0.285
-0.0923,0.286
-0.0615,0.287
-0.0203,0.288
0.003,0.289
0.0262,0.29
0.054,0.291
0.057,0.292
0.0787,0.293
0.0855,0.294
0.0645,0.295
0.0292,0.296
-0.0158,0.297
-0.0405,0.298
-0.0563,0.299
-0.0458,0.3
-0.0091,0.301
0.0382,0.302
0.108,0.303
0.1552,0.304
0.1582,0.305
0.129,0.306
0.0592,0.307
-0.0278,0.308
-0.12,0.309
-0.1823,0.31
-0.1965,0.311
-0.1763,0.312
-0.1035,0.313
-0.039,0.314
0.0352,0.315
0.1012,0.316
0.12,0.317
0.1462,0.318
0.1417,0.319
0.1237,0.32
0.078,0.321
0.0127,0.322
-0.042,0.323
-0.129,0.324
-0.1756,0.325
-0.1943,0.326
-0.186,0.327
-0.1441,0.328
-0.0938,0.329
-0.0091,0.33
0.0397,0.331
0.0855,0.332
0.1177,0.333
0.1155,0.334
0.1132,0.335
0.0862,0.336
0.0697,0.337
0.0405,0.338
0.0217,0.339
0.012,0.34
-0.0053,0.341
-0.0105,0.342
-0.0165,0.343
0.0142,0.344
0.0292,0.345
0.0292,0.346
0.0345,0.347
0.0105,0.348
0.006,0.349
-0.0105,0.35
-0.0218,0.351
-0.024,0.352
-0.0263,0.353
-0.0015,0.354
-0.0188,0.355
-0.0368,0.356
-0.0428,0.357
-0.0548,0.358
-0.033,0.359
-0.0053,0.36
0.0367,0.361
0.0727,0.362
0.0877,0.363
0.1005,0.364
0.087,0.365
0.0585,0.366
0.0412,0.367
0.0577,0.368
0.0757,0.369
0.0795,0.37
0.0532,0.371
-0.0323,0.372
-0.1155,0.373
-0.189,0.374
-0.2325,0.375
-0.2063,0.376
-0.1381,0.377
-0.045,0.378
0.0195,0.379
0.0405,0.38
0.0532,0.381
0.051,0.382
0.0577,0.383
0.0765,0.384
0.0442,0.385
-0.0091,0.386
-0.0218,0.387
-0.0488,0.388
-0.078,0.389
-0.0608,0.39
-0.0323,0.391
-0.0023,0.392
0.0045,0.393
0.0015,0.394
0.0157,0.395
0.0427,0.396
0.0892,0.397
0.1027,0.398
0.0855,0.399
0.042,0.4
0.0075,0.401
-0.0128,0.402
-0.0398,0.403
-0.0488,0.404
-0.0511,0.405
-0.0293,0.406
-0.003,0.407
0.0277,0.408
0.0705,0.409
0.0975,0.41
0.108,0.411
0.1005,0.412
0.075,0.413
0.0315,0.414
-0.0188,0.415
-0.0503,0.416
-0.0721,0.417
-0.0743,0.418
-0.054,0.419
-0.0293,0.42
0.0165,0.421
0.0307,0.422
0.0157,0.423
0.0172,0.424
0.0427,0.425
0.0892,0.426
0.0832,0.427
0.021,0.428
-0.0713,0.429
-0.1763,0.43
-0.2423,0.431
-0.2648,0.432
-0.222,0.433
-0.0938,0.434
0.042,0.435
0.1072,0.436
0.1455,0.437
0.1627,0.438
0.147,0.439
0.117,0.44
0.0825,0.441
0.0855,0.442
0.0825,0.443
0.0465,0.444
-0.0308,0.445
-0.09,0.446
-0.0825,0.447
-0.0878,0.448
-0.0728,0.449
-0.0503,0.45
-0.027,0.451
0.024,0.452
0.0615,0.453
0.0795,0.454
0.0577,0.455
0.0022,0.456
-0.0473,0.457
-0.0495,0.458
-0.0518,0.459
-0.0428,0.46
0.0075,0.461
0.0502,0.462
0.0817,0.463
0.0802,0.464
0.0712,0.465
0.0532,0.466
0.0067,0.467
-0.0293,0.468
-0.0968,0.469
-0.1328,0.47
-0.0878,0.471
0.0105,0.472
0.1065,0.473
0.1507,0.474
0.1627,0.475
0.1005,0.476
0.012,0.477
-0.0825,0.478
-0.1778,0.479
-0.2063,0.48
-0.1778,0.481
-0.099,0.482
0.0082,0.483
0.075,0.484
0.1162,0.485
0.1305,0.486
0.105,0.487
0.078,0.488
0.0367,0.489
-0.0158,0.49
-0.0585,0.491
-0.0713,0.492
-0.0518,0.493
