VaMe,time
0.0024655262365707053,0.001
0.0026541663820115625,0.002
0.002842615805401986,0.003
0.0030306503022164053,0.004
0.003218053713213127,0.005
0.003404621819977154,0.006
0.003590164738296398,0.007
0.003774507558896685,0.008
0.003957489263017816,0.009
0.004138960096090543,0.01
0.004318777718011193,0.011
0.004496802897870758,0.012
0.004672896365816398,0.013
0.004846918173262222,0.014
0.005018728900375204,0.015
0.0051881907790179,0.016
0.005355167608277838,0.017
0.005519523484623273,0.018
0.005681120913380866,0.019
0.005839819337565001,0.02
0.005995475145582568,0.021
0.006147943260409071,0.022
0.006297079507896616,0.023
0.0064427430031649136,0.024
0.006584798101924035,0.025
0.006723115477166089,0.026
0.006857571837331554,0.027
0.006988047893817194,0.028
0.00711442509775356,0.029
0.0072365836741703216,0.03
0.0073544047229162045,0.031
0.007467776108407529,0.032
0.007576599456194496,0.033
0.007680795992040729,0.034
0.007780309974033186,0.035
0.00787510895822236,0.036
0.00796518061326276,0.037
0.008050526413699013,0.038
0.008131153884582784,0.039
0.008207071161566321,0.04
0.008278287034758148,0.041
0.008344815226245552,0.042
0.008406679003506416,0.043
0.008463913837802048,0.044
0.008516567946564475,0.045
0.008564701283506494,0.046
0.0086083836398139,0.047
0.0086476924339434,0.048
0.008682710559310195,0.049
0.008713524413674562,0.05
0.008740222021520175,0.051
0.008762891025562651,0.052
0.008781616352550575,0.053
0.008796478013835006,0.054
0.008807550534155554,0.055
0.008814904991228766,0.056
0.008818612707471472,0.057
0.008818748952716256,0.058
0.008815395685305523,0.059
0.008808642786692545,0.06
0.00879858743203435,0.061
0.008785331537714361,0.062
0.008768977824225532,0.063
0.008749626293354457,0.064
0.008727373538217512,0.065
0.008702315239289249,0.066
0.008674549445572256,0.067
0.008644178201571312,0.068
0.008611306698744868,0.069
0.008576040375461285,0.07
0.008538481702521276,0.071
0.008498729116491695,0.072
0.008456878735932422,0.073
0.008413026897307649,0.074
0.008367271574078143,0.075
0.008319712346624854,0.076
0.008270449389156116,0.077
0.008219582002257976,0.078
0.008167207069260798,0.079
0.008113417546124145,0.08
0.008058301077624607,0.081
0.008001939352036884,0.082
0.007944409019343734,0.083
0.007885784156045319,0.084
0.007826139383931003,0.085
0.007765552694625945,0.086
0.007704107266212852,0.087
0.007641891716163812,0.088
0.007578998480192011,0.089
0.007515520687852126,0.09
0.007451549245151244,0.091
0.007387172329746913,0.092
0.0073224774691044376,0.093
0.0072575540550610775,0.094
0.007192494415528117,0.095
0.007127393075731461,0.096
0.007062344642977619,0.097
0.006997441149791645,0.098
0.0069327700025443055,0.099
0.006868413172867627,0.1
0.006804447095381904,0.101
0.006740942558619647,0.102
0.006677964769745168,0.103
0.006615573882785502,0.104
0.00655382553205641,0.105
0.00649277080210877,0.106
0.00643245581108677,0.107
0.006372921728258195,0.108
0.0063142056921139155,0.109
0.006256342153587319,0.11
0.006199363947294158,0.111
0.0061433028685750546,0.112
0.006088189894843084,0.113
0.006034055312944322,0.114
0.005980928988706441,0.115
0.005928840843901446,0.116
0.005877821366244186,0.117
0.0058279017806609264,0.118
0.0057791134552121655,0.119
0.00573148649589351,0.12
0.005685048509639629,0.121
0.005639825006782143,0.122
0.0055958416027352565,0.123
0.005553126602514713,0.124
0.005511712649694735,0.125
0.005471637099757956,0.126
0.005432941381223322,0.127
0.005395669799137043,0.128
0.005359868183524557,0.129
0.005325582579419687,0.13
0.005292857983163078,0.131
0.005261737072402641,0.132
0.005232259036165883,0.133
0.005204458873242424,0.134
0.005178367394426369,0.135
0.0051540116253566744,0.136
0.0051314151019874925,0.137
0.005110597823783601,0.138
0.005091575911187802,0.139
0.005074361170662464,0.14
0.0050589608424811945,0.141
0.005045377746786284,0.142
0.005033610868535782,0.143
0.005023656241090895,0.144
0.00501550790294843,0.145
0.005009158718745924,0.146
0.0050046009049008475,0.147
0.005001826131996805,0.148
0.005000825109044862,0.149
0.005001586638754416,0.15
0.00500409646609432,0.151
0.005008336689925174,0.152
0.005014286137627315,0.153
0.005021921065997573,0.154
0.005031215304218986,0.155
