VaMe,time
-0.0033074361187303467,0.001
-0.002833175148626691,0.002
-0.0023613641810377017,0.003
-0.001892427027620118,0.004
-0.0014267833797039226,0.005
-0.0009648470078856713,0.006
-0.0005070220403026003,0.007
-5.369766567245419e-05,0.008
0.0003947577430780468,0.009
0.0008380015575534153,0.01
0.0012757191748188222,0.011
0.0017076223337726952,0.012
0.002133443058739832,0.013
0.002552925379917735,0.014
0.002965820593123374,0.015
0.0033718899985300545,0.016
0.003770911926252542,0.017
0.0041626875236716755,0.018
0.0045470431366187785,0.019
0.00492382956646215,0.02
0.00529291910028448,0.021
0.005654201336239228,0.022
0.0060075786083739246,0.023
0.006352961430305046,0.024
0.006690264041700835,0.025
0.007019400339462519,0.026
0.007340281367173031,0.027
0.007652815590301995,0.028
0.007956911602673533,0.029
0.008252481816279094,0.03
0.008539446172227842,0.031
0.008817735557467263,0.032
0.009087294695415945,0.033
0.009348084164505851,0.034
0.009600081124223286,0.035
0.009843278368873581,0.036
0.010077681511510787,0.037
0.01030330437367948,0.038
0.010520163173320503,0.039
0.010728271402190277,0.04
0.010927638229304608,0.041
0.011118271233032795,0.042
0.011300181057315969,0.043
0.011473385423458554,0.044
0.011637911685819341,0.045
0.011793797932178982,0.046
0.011941092706089482,0.047
0.012079853489571628,0.048
0.012210144168320294,0.049
0.01233203178450007,0.05
0.01244558290620726,0.051
0.012550859874889717,0.052
0.012647917461646981,0.053
0.012736801261350432,0.054
0.012817548986830374,0.055
0.012890194274163146,0.056
0.012954771811911922,0.057
0.013011322952171772,0.058
0.013059901017302113,0.059
0.013100575188468772,0.06
0.013133431743035388,0.061
0.013158571707203068,0.062
0.013176104679959253,0.063
0.013186140872955521,0.064
0.013188786872414112,0.065
0.013184148942095875,0.066
0.013172340815377027,0.067
0.013153490617642018,0.068
0.013127744707679445,0.069
0.013095268451923789,0.07
0.013056244414179945,0.071
0.013010868561649737,0.072
0.012959345057036699,0.073
0.012901880141051822,0.074
0.012838676204838516,0.075
0.012769928461368879,0.076
0.012695825935924212,0.077
0.012616555389649117,0.078
0.012532305474120719,0.079
0.01244326974999729,0.08
0.01234964835564329,0.081
0.012251648407364002,0.082
0.01214948331805691,0.083
0.012043371279336286,0.084
0.011933533154459629,0.085
0.011820189985786697,0.086
0.011703560260768039,0.087
0.011583857039564304,0.088
0.011461285396457268,0.089
0.011336041311631101,0.09
0.011208312677207528,0.091
0.011078281543474107,0.092
0.010946126392175227,0.093
0.010812024009698301,0.094
0.010676150907514184,0.095
0.010538684207984322,0.096
0.010399801870323334,0.097
0.010259682099991735,0.098
0.010118501801764568,0.099
0.009976434213366763,0.1
0.009833646748482873,0.101
0.009690300707292036,0.102
0.009546553186948211,0.103
0.009402559463669758,0.104
0.009258474002164115,0.105
0.009114449526133427,0.106
0.008970634816240188,0.107
0.008827172948146628,0.108
0.008684201315520395,0.109
0.008541852782784937,0.11
0.008400256305921273,0.111
0.00825953631027543,0.112
0.00811981147578097,0.113
0.007981194185505313,0.114
0.007843791091827972,0.115
0.0077077039226148844,0.116
0.0075730295911888195,0.117
0.0074398596022251665,0.118
0.007308279436435993,0.119
0.007178368575134013,0.12
0.007050201106120558,0.121
0.006923846289526549,0.122
0.006799368666275635,0.123
0.006676827726247655,0.124
0.006556277384270069,0.125
0.006437765592813602,0.126
0.006321334256780879,0.127
0.0062070193159180906,0.128
0.006094850882209571,0.129
0.005984853557685201,0.13
0.005877047021459988,0.131
0.005771446773855285,0.132
0.005668064891295222,0.133
0.005566910705989501,0.134
0.005467991334451482,0.135
0.005371311958520181,0.136
0.005276875753742817,0.137
0.005184683380799278,0.138
0.005094732198488395,0.139
0.0050070158530191216,0.14
0.004921524857864578,0.141
0.004838247939274533,0.142
0.004757173409824051,0.143
0.004678290069375822,0.144
0.004601587464930099,0.145
0.0045270555272753765,0.146
0.00445468373790818,0.147
0.004384460046663215,0.148
0.004316369806413977,0.149
0.004250395100295569,0.15
0.004186514791765326,0.151
0.004124705250191801,0.152
0.00406494139235171,0.153
0.004007197713752398,0.154
0.003951449081065329,0.155
0.0038976710524158656,0.156
0.003845839505823166,0.157
0.003795929647130511,0.158
0.003747915198937746,0.159
0.0037017688798152526,0.16
0.0036574642814813383,0.161
0.0036149780754802297,0.162
0.0035742914663702257,0.163
0.003535390415621325,0.164
0.0034982646092310858,0.165
0.0034629054788353885,0.166
0.0034293041369366888,0.167
0.0033974505337543855,0.168
0.0033673343276443475,0.169
0.0033389464738029857,0.17
0.003312280370461482,0.171
0.0032873322334877916,0.172
0.0032641008326314896,0.173
0.00324258681477925,0.174
0.0032227918494345353,0.175
0.0032047177766101414,0.176
0.00318836586172722,0.177
0.0031737361964439387,0.178
0.003160827235812097,0.179
0.003149635433700672,0.18
0.0031401549392590885,0.181
0.0031323773526273804,0.182
0.00312629159370146,0.183
0.003121883976497153,0.184
0.003119138562669753,0.185
0.0031180377764134367,0.186
0.003118563126947319,0.187
0.0031206957631015803,0.188
0.0031244165413309008,0.189
0.003129705521904729,0.19
0.0031365414644213005,0.191
0.003144902243773765,0.192
0.0031547663489906175,0.193
0.0031661146556876594,0.194
0.0031789316347565276,0.195
0.0031932056547880447,0.196
