VaMe,time
-0.0002517888243154892,0.001
-0.0029961677479426333,0.002
-0.005388949574989398,0.003
-0.00709090236602358,0.004
-0.007897469377092396,0.005
-0.00787314471514681,0.006
-0.0073266844958965105,0.007
-0.006648273177656863,0.008
-0.006121553311276978,0.009
-0.00580427010005077,0.01
-0.005529651762532957,0.011
-0.00501141061806816,0.012
-0.003999477286419429,0.013
-0.0024192954897141097,0.014
-0.000425712579300022,0.015
0.0016492757224714472,0.016
0.003412560165595314,0.017
0.0045288441364500845,0.018
0.004825986701634231,0.019
0.004373020539154926,0.02
0.0034525507741911595,0.021
0.002394528877618598,0.022
0.0014024681135483973,0.023
0.000537821851547247,0.024
-0.00015061714828359672,0.025
-0.0005118017084219174,0.026
-0.0003214950339784737,0.027
0.0005200335383832398,0.028
0.0017717902482715792,0.029
0.002877969831257098,0.03
0.0032682952030834724,0.031
0.002665313501171624,0.032
0.0011708277744947933,0.033
-0.000865124221766283,0.034
-0.0030298510185120687,0.035
-0.004945260861272576,0.036
-0.006287890319876439,0.037
-0.0068036573107470655,0.038
-0.006337526281844941,0.039
-0.004870339406714692,0.04
-0.0025464260810551917,0.041
0.0003241802807792305,0.042
0.0032943581894880024,0.043
0.005847910131115114,0.044
0.0075218772800750445,0.045
0.008065234651946493,0.046
0.0075413983957004814,0.047
0.006280124644661181,0.048
0.004702153430864942,0.049
0.0031396679872977987,0.05
0.001751706124218828,0.051
0.0005386633227751968,0.052
-0.0005853852610620583,0.053
-0.0016997015474371905,0.054
-0.0028106424931636565,0.055
-0.003841276990259899,0.056
-0.004662640448630845,0.057
-0.005147986148300729,0.058
-0.005231057126503535,0.059
-0.004930789648176192,0.06
-0.004322945217531438,0.061
-0.0034904546852105164,0.062
-0.00250014002345071,0.063
-0.0014148333917139715,0.064
-0.00031427614689341605,0.065
0.0006953713782893,0.066
0.0014919963124175773,0.067
0.0019792971296115993,0.068
0.002145664287064875,0.069
0.0020826175527839516,0.07
0.0019367147365300836,0.071
0.0018411305228692356,0.072
0.0018642692361192947,0.073
0.001985659400580502,0.074
0.002115183645191007,0.075
0.002142315445679656,0.076
0.0019823787822308907,0.077
0.0016093076820492146,0.078
0.0010720160400448627,0.079
0.0004816289769799829,0.08
-4.4014882994279354e-05,0.081
-0.0004586337391752478,0.082
-0.0008236870725543879,0.083
-0.0012632412733720674,0.084
-0.0018732697328994973,0.085
-0.002648417814456508,0.086
-0.003466840602797664,0.087
-0.004135911689711759,0.088
-0.00446325082144323,0.089
-0.0043151284369472,0.09
-0.00364671181999546,0.091
-0.0025002178401505306,0.092
-0.0009846172453833295,0.093
0.0007458255436479895,0.094
0.0025178285569297703,0.095
0.004165869562589389,0.096
0.005546586640436613,0.097
0.006550012110703854,0.098
0.007114377533248924,0.099
0.007223403692121569,0.1
0.006877070484308889,0.101
0.006075326708085474,0.102
0.004845584790152546,0.103
0.00328161050389427,0.104
0.0015450198251479922,0.105
-0.00017332046017663042,0.106
-0.001696706356407,0.107
-0.0029018654830838433,0.108
-0.0037656294712844853,0.109
-0.0043834584657136515,0.11
-0.00492150767653548,0.111
-0.005530865181833385,0.112
-0.006275384064761732,0.113
-0.007097029587002083,0.114
-0.007820663512954074,0.115
-0.0081943827171516,0.116
-0.00796087504054595,0.117
-0.0069496411119758655,0.118
-0.005158541078595106,0.119
-0.0027757481723762125,0.12
-0.00012713109606835973,0.121
0.0024167034668918616,0.122
0.004528892356335526,0.123
0.005983914944241521,0.124
0.006690080273692718,0.125
0.006702281952820109,0.126
0.0061961707792144854,0.127
0.00540821868543831,0.128
0.004569079554876738,0.129
0.0038383137446613195,0.13
0.0032597453463622294,0.131
0.002773037788301002,0.132
0.0022726367850379714,0.133
0.0016693648761641948,0.134
0.0009305413523601877,0.135
9.630546474936086e-05,0.136
-0.0007320196950155014,0.137
-0.001431363594211261,0.138
-0.0019087202070234945,0.139
-0.002138703000954598,0.14
-0.002161130532669886,0.141
-0.0020416043655356385,0.142
-0.0018342208339757863,0.143
-0.0015751138654891339,0.144
-0.001290190123454381,0.145
-0.0009959206124056917,0.146
-0.0007028215785956699,0.147
-0.00042586768856195194,0.148
-0.00018742374345455536,0.149
-6.953905022658386e-06,0.15
0.00011503414116742143,0.151
