VaMe,time
0.00018470304613453536,0.001
0.021800517339754116,0.002
0.0409874403381331,0.003
0.05553398754756128,0.004
0.06382328255193766,0.005
0.06540697511824849,0.006
0.06122825505035236,0.007
0.05327352110270084,0.008
0.04389590435734404,0.009
0.03516683673386732,0.01
0.028407206917530556,0.011
0.02387600462197789,0.012
0.020652055003506087,0.013
0.016942763260333688,0.014
0.01093782736741282,0.015
0.0017978244301295747,0.016
-0.009817026550980509,0.017
-0.021852052969167163,0.018
-0.031451988046177735,0.019
-0.03588581558568582,0.02
-0.03353473745062091,0.021
-0.024537752646362945,0.022
-0.010796139229377326,0.023
0.004665713860409069,0.024
0.01864860950329086,0.025
0.02853459186553523,0.026
0.03254759174716075,0.027
0.029666931514175474,0.028
0.019670005041252304,0.029
0.003590775089683622,0.03
-0.015767684883173205,0.031
-0.033987779243179785,0.032
-0.046192178778854794,0.033
-0.048787226207935734,0.034
-0.04090161923422822,0.035
-0.024789052961216806,0.036
-0.005058177772261261,0.037
0.012830097379125651,0.038
0.024147149241976158,0.039
0.026191466068481585,0.04
0.019098491672036224,0.041
0.005861349359682586,0.042
-0.008580598238687244,0.043
-0.0190288216566094,0.044
-0.022014750735647664,0.045
-0.017146593965428718,0.046
-0.00697906717248627,0.047
0.004394002733791156,0.048
0.012994939882943682,0.049
0.016079206045661834,0.05
0.012630673424975421,0.051
0.0034691977005729987,0.052
-0.008939026090040185,0.053
-0.021146176901620368,0.054
-0.029909552199777794,0.055
-0.03330023552156981,0.056
-0.030889576148498722,0.057
-0.023091731018952212,0.058
-0.010651992973502873,0.059
0.00526245492414403,0.06
0.02278691384628877,0.061
0.03924827381253686,0.062
0.05135175115010023,0.063
0.05591298643389205,0.064
0.0510782464219854,0.065
0.03728012500086237,0.066
0.01725280747616991,0.067
-0.004765755167822584,0.068
-0.024174341085130044,0.069
-0.03714978833314484,0.07
-0.041586082279009576,0.071
-0.03769386089659235,0.072
-0.027894146501871955,0.073
-0.015638488298502687,0.074
-0.0037746915635013334,0.075
0.006202611208528197,0.076
0.013674290787418083,0.077
0.018103672298671665,0.078
0.01875367176118467,0.079
0.015052627372292227,0.08
0.007336009246547492,0.081
-0.0025389153255197788,0.082
-0.011347704101514642,0.083
-0.015617483835769731,0.084
-0.013041518010716065,0.085
-0.003442274030062932,0.086
0.01098316327368234,0.087
0.026227280333326875,0.088
0.037583182285719705,0.089
0.040822803780593185,0.09
0.03333308489149509,0.091
0.015064801301222022,0.092
-0.011096775041096102,0.093
-0.03976292948595073,0.094
-0.06431013809713187,0.095
-0.07867675278825928,0.096
-0.07905494577654201,0.097
-0.06503751923343414,0.098
-0.03998375514920833,0.099
-0.010277125634569801,0.1
0.01665603051371926,0.101
0.034911952268911424,0.102
0.04198079534067677,0.103
0.03902994609365208,0.104
0.029758265758027272,0.105
0.01866278287675828,0.106
0.009525522937062839,0.107
0.004470413865133157,0.108
0.003474319334758082,0.109
0.004470073924651256,0.11
0.004531964101348781,0.111
0.0017619782404648663,0.112
-0.00340699322081775,0.113
-0.008359051547281867,0.114
-0.0097206699749121,0.115
-0.00507563222187464,0.116
0.005936522717802017,0.117
0.021220779939316602,0.118
0.03635593126515563,0.119
0.045736296611539363,0.12
0.04502021663794892,0.121
0.03344595004422298,0.122
0.01413446699599535,0.123
-0.007481412950054962,0.124
-0.025633151513424723,0.125
-0.03580868409792066,0.126
-0.03592092642685161,0.127
-0.026924303557498922,0.128
-0.012533707259104075,0.129
0.0020245782680835393,0.13
0.011721550457710438,0.131
0.013264899168639977,0.132
0.006094424349257702,0.133
-0.0075213832721702685,0.134
-0.02336469351427128,0.135
-0.03660979919843815,0.136
-0.04309451774927561,0.137
-0.04041738541435738,0.138
-0.02879259736686889,0.139
-0.011156739371959885,0.14
0.007881061884477606,0.141
0.02368573888295906,0.142
0.032774021740866195,0.143
0.033210511088504875,0.144
0.024777632301331055,0.145
0.009170473964808787,0.146
-0.0102458187040054,0.147
-0.029305687395663065,0.148
-0.04408241736478128,0.149
-0.05167892616075422,0.15
-0.050670253588527114,0.151
-0.0412524640872547,0.152
-0.025130327065447343,0.153
-0.005037140339413208,0.154
0.016019265198310432,0.155
0.03534656543244805,0.156
0.05078528609820937,0.157
0.060770225430473786,0.158
0.0643767962249591,0.159
0.06130115078225764,0.16
0.05194395076694188,0.161
0.037788444252048,0.162
0.021534273831262336,0.163
0.006257161397418401,0.164
-0.005873566797465386,0.165
-0.014092476401367921,0.166
-0.018659857823996276,0.167
-0.02036693928521596,0.168
-0.020166791023580728,0.169
-0.018828546098045865,0.17
-0.016762929096156336,0.171
-0.014180691256717618,0.172
-0.011430987778722703,0.173
-0.00909424055424152,0.174
-0.007714345476095341,0.175
-0.007590890662691172,0.176
-0.008794797428195493,0.177
-0.011169095190070985,0.178
-0.014292941012323094,0.179
-0.017527768465149605,0.18
-0.020126754533792916,0.181
-0.021328365080846172,0.182
-0.02037321995669202,0.183
-0.016548494771342445,0.184
-0.009516655058509873,0.185
0.0001412681774047266,0.186
0.01073982901042528,0.187
0.020054576642984434,0.188
0.026248276558176346,0.189
0.028434903693467132,0.19
0.026627815054586997,0.191
0.021365107237425515,0.192
0.013465477362437271,0.193
0.004007334357300881,0.194
-0.005783432016983376,0.195
-0.0146768534565313,0.196
-0.021243698202815745,0.197
-0.02354841677026444,0.198
-0.019359600128852482,0.199
-0.007167736437188226,0.2
0.012314595947427983,0.201
0.035174909171571636,0.202
0.05492403669665625,0.203
0.06476364021995151,0.204
0.060423841672433413,0.205
0.042123273869404884,0.206
0.01442692703169243,0.207
-0.015993045622284492,0.208
-0.04321204237967895,0.209
-0.0639933385729993,0.21
-0.07810695944478419,0.211
