Vastus medialis (mV)	Time (ms)
-0.003	0.191
-0.003	0.192
0.0037	0.193
0.0052	0.194
0.0022	0.195
0.0007	0.196
-0.0015	0.197
-0.003	0.198
-0.0046	0.199
-0.003	0.2
-0.0008	0.201
-0.003	0.202
-0.0046	0.203
-0.006	0.204
-0.0068	0.205
-0.0053	0.206
-0.0023	0.207
-0.003	0.208
-0.0046	0.209
-0.0038	0.21
0.0007	0.211
0.0082	0.212
0.0127	0.213
0.012	0.214
0.0007	0.215
-0.0143	0.216
-0.0181	0.217
-0.0203	0.218
-0.0233	0.219
-0.0278	0.22
-0.0293	0.221
-0.0173	0.222
-0.003	0.223
0.0015	0.224
0.0015	0.225
0.0075	0.226
0.009	0.227
0.0067	0.228
0.006	0.229
0.0045	0.23
0.0052	0.231
0.006	0.232
0.0127	0.233
0.012	0.234
0.003	0.235
0.0015	0.236
0.0052	0.237
-0.0008	0.238
-0.012	0.239
-0.0233	0.24
-0.0128	0.241
0.0142	0.242
0.0255	0.243
0.027	0.244
0.0135	0.245
0.0075	0.246
0.0075	0.247
-0.0023	0.248
-0.0023	0.249
-0.0015	0.25
-0.0008	0.251
0.0015	0.252
0.003	0.253
0.0037	0.254
-0.0008	0.255
-0.0046	0.256
-0.0046	0.257
-0.0015	0.258
-0.006	0.259
-0.0053	0.26
0.0007	0.261
0.009	0.262
0.0217	0.263
0.021	0.264
0.0187	0.265
0.021	0.266
0.0262	0.267
0.0277	0.268
0.012	0.269
-0.003	0.27
-0.0293	0.271
-0.063	0.272
-0.0675	0.273
-0.0383	0.274
-0.0256	0.275
-0.0443	0.276
-0.048	0.277
-0.0323	0.278
-0.0053	0.279
0.0037	0.28
0.0127	0.281
0.024	0.282
0.0195	0.283
0.0217	0.284
0.018	0.285
0.018	0.286
0.0165	0.287
0.0165	0.288
0.015	0.289
0.0105	0.29
0.0112	0.291
0.0082	0.292
0.0075	0.293
0.0045	0.294
0.0082	0.295
0.0082	0.296
0.0075	0.297
0.0067	0.298
0.0007	0.299
-0.0015	0.3
-0.003	0.301
-0.003	0.302
-0.0046	0.303
-0.0008	0.304
0.003	0.305
0.0067	0.306
0.0105	0.307
0.0067	0.308
0.0082	0.309
0.0045	0.31
0.0022	0.311
-0.0008	0.312
-0.0046	0.313
-0.006	0.314
-0.0068	0.315
-0.0046	0.316
-0.0068	0.317
-0.0068	0.318
-0.0053	0.319
-0.0053	0.32
-0.0023	0.321
-0.0015	0.322
-0.0023	0.323
-0.0023	0.324
-0.0023	0.325
-0.0053	0.326
-0.0068	0.327
-0.0068	0.328
-0.0091	0.329
-0.0091	0.33
-0.0091	0.331
-0.0143	0.332
-0.0173	0.333
-0.0083	0.334
0.003	0.335
0.0067	0.336
0.012	0.337
0.012	0.338
0.0127	0.339
0.0142	0.34
0.0112	0.341
0.0022	0.342
-0.0075	0.343
-0.0091	0.344
-0.0143	0.345
-0.0165	0.346
0.003	0.347
0.0277	0.348
0.0292	0.349
0.0232	0.35
0.018	0.351
0.0157	0.352
0.0157	0.353
0.0015	0.354
-0.021	0.355
-0.0555	0.356
-0.075	0.357
-0.0548	0.358
-0.0323	0.359
-0.0203	0.36
-0.012	0.361
0.0007	0.362
0.009	0.363
0.0135	0.364
0.0135	0.365
0.0127	0.366
0.0135	0.367
0.0105	0.368
0.0075	0.369
0.0067	0.37
0.0067	0.371
0.006	0.372
0.009	0.373
0.0105	0.374
0.0112	0.375
0.0127	0.376
0.0135	0.377
0.0112	0.378
0.009	0.379
0.006	0.38
0.0015	0.381
0.0022	0.382
0.0015	0.383
-0.0008	0.384
-0.0015	0.385
-0.0015	0.386
0.0	0.387
0.0	0.388
0.0007	0.389
0.0	0.39
-0.0008	0.391
-0.0008	0.392
-0.0015	0.393
-0.003	0.394
-0.003	0.395
-0.0015	0.396
-0.0008	0.397
0.0	0.398
-0.0008	0.399
-0.0008	0.4
0.0015	0.401
0.0015	0.402
0.003	0.403
0.0075	0.404
0.0075	0.405
0.0052	0.406
0.003	0.407
-0.0008	0.408
-0.0008	0.409
-0.0038	0.41
-0.0053	0.411
-0.0046	0.412
-0.0046	0.413
-0.0105	0.414
-0.0128	0.415
-0.0113	0.416
-0.0091	0.417
-0.003	0.418
0.0022	0.419
0.006	0.42
0.0067	0.421
0.0052	0.422
0.0007	0.423
-0.0023	0.424
-0.0008	0.425
0.0022	0.426
-0.0015	0.427
-0.0046	0.428
-0.0083	0.429
-0.0135	0.43
-0.0105	0.431
-0.0075	0.432
-0.003	0.433
-0.0015	0.434
-0.0068	0.435
-0.0046	0.436
0.0015	0.437
0.0067	0.438
0.0082	0.439
0.0082	0.44
0.0112	0.441
0.0105	0.442
0.0067	0.443
0.0	0.444
-0.0015	0.445
-0.0075	0.446
-0.0165	0.447
-0.0181	0.448
-0.012	0.449
0.0007	0.45
0.0045	0.451
0.003	0.452
0.0052	0.453
0.0052	0.454
0.0015	0.455
0.0015	0.456
0.0007	0.457
0.0015	0.458
0.0037	0.459
0.006	0.46
0.0082	0.461
0.0082	0.462
0.0082	0.463
0.009	0.464
0.0075	0.465
0.0037	0.466
0.0	0.467
-0.0053	0.468
-0.0113	0.469
-0.0158	0.47
-0.0143	0.471
-0.0098	0.472
-0.0053	0.473
-0.0008	0.474
0.003	0.475
0.0067	0.476
0.0112	0.477
0.0082	0.478
0.0075	0.479
0.0067	0.48
0.006	0.481
0.0157	0.482
0.0105	0.483
-0.0053	0.484
-0.0181	0.485
-0.0323	0.486
-0.0405	0.487
-0.0315	0.488
-0.0105	0.489
-0.0008	0.49
0.0045	0.491
0.0037	0.492
0.0045	0.493
0.0082	0.494
0.009	0.495
0.012	0.496
0.0105	0.497
0.0097	0.498
0.0105	0.499
0.0097	0.5
0.009	0.501
0.0105	0.502
0.009	0.503
0.003	0.504
-0.0008	0.505
-0.003	0.506
-0.0038	0.507
0.0015	0.508
0.009	0.509
0.0105	0.51
0.006	0.511
0.0015	0.512
-0.0046	0.513
-0.0098	0.514
-0.0091	0.515
-0.0046	0.516
0.003	0.517
0.0052	0.518
-0.0075	0.519
-0.024	0.52
-0.0143	0.521
0.0067	0.522
0.0097	0.523
0.0067	0.524
0.0045	0.525
0.0015	0.526
-0.0015	0.527
-0.003	0.528
0.0007	0.529
-0.0015	0.53
-0.0015	0.531
-0.0008	0.532
-0.0053	0.533
-0.0068	0.534
-0.0053	0.535
-0.0068	0.536
-0.0075	0.537
-0.0091	0.538
-0.0098	0.539
-0.006	0.54
-0.0046	0.541
-0.0068	0.542
-0.006	0.543
0.0015	0.544
0.0127	0.545
0.021	0.546
0.0232	0.547
0.0195	0.548
0.012	0.549
0.003	0.55
0.0	0.551
-0.0015	0.552
0.0	0.553
0.0037	0.554
0.0015	0.555
0.0007	0.556
-0.0015	0.557
-0.0046	0.558
-0.0046	0.559
-0.0046	0.56
-0.0053	0.561
-0.006	0.562
-0.0068	0.563
-0.0068	0.564
-0.0068	0.565
-0.0098	0.566
-0.0083	0.567
-0.0053	0.568
-0.0023	0.569
0.0022	0.57
0.0052	0.571
0.0052	0.572
0.003	0.573
0.0007	0.574
0.0022	0.575
0.0015	0.576
-0.0023	0.577
-0.003	0.578
-0.0038	0.579
-0.003	0.58
0.003	0.581
0.003	0.582
0.0045	0.583
0.0045	0.584
0.0045	0.585
0.003	0.586
0.003	0.587
0.0037	0.588
0.0015	0.589
0.0007	0.59
-0.0008	0.591
0.0007	0.592
-0.0015	0.593
0.0022	0.594
0.012	0.595
0.0157	0.596
0.0172	0.597
0.012	0.598
0.0112	0.599
0.012	0.6
0.0105	0.601
0.0045	0.602
-0.0083	0.603
-0.027	0.604
-0.0383	0.605
-0.039	0.606
-0.0293	0.607
-0.0128	0.608
-0.006	0.609
-0.0083	0.61
-0.0143	0.611
-0.0135	0.612
-0.0053	0.613
0.0015	0.614
0.0067	0.615
0.0082	0.616
0.0105	0.617
0.0105	0.618
0.0082	0.619
0.0082	0.62
0.009	0.621
0.0052	0.622
0.0	0.623
-0.0015	0.624
0.003	0.625
0.0045	0.626
0.003	0.627
0.006	0.628
0.0037	0.629
0.0015	0.63
0.0007	0.631
-0.0015	0.632
0.0	0.633
0.003	0.634
0.0015	0.635
0.0015	0.636
-0.0015	0.637
-0.0038	0.638
-0.0038	0.639
-0.003	0.64
0.003	0.641
0.0045	0.642
0.003	0.643
0.006	0.644
0.0075	0.645
0.0082	0.646
0.0127	0.647
0.0157	0.648
0.0127	0.649
0.0045	0.65
-0.0083	0.651
-0.0188	0.652
-0.024	0.653
-0.0203	0.654
-0.0143	0.655
-0.0098	0.656
-0.006	0.657
-0.0068	0.658
-0.0083	0.659
-0.0068	0.66
-0.0046	0.661
-0.0015	0.662
0.0022	0.663
0.0105	0.664
0.0142	0.665
0.012	0.666
0.0097	0.667
0.0045	0.668
0.003	0.669
0.0022	0.67
-0.0008	0.671
-0.0008	0.672
0.003	0.673
0.006	0.674
0.0045	0.675
0.0045	0.676
0.0007	0.677
-0.0046	0.678
-0.0068	0.679
-0.0091	0.68
-0.0091	0.681
-0.0053	0.682
0.0045	0.683
0.006	0.684
0.003	0.685
0.0007	0.686
0.0007	0.687
-0.0023	0.688
-0.006	0.689
-0.0038	0.69
-0.0046	0.691
-0.003	0.692
0.0015	0.693
0.0022	0.694
0.0022	0.695
0.0052	0.696
0.009	0.697
0.0135	0.698
0.024	0.699
0.0262	0.7
0.0217	0.701
0.0142	0.702
0.0015	0.703
-0.0113	0.704
-0.027	0.705
-0.0353	0.706
-0.0405	0.707
-0.042	0.708
-0.0398	0.709
-0.0383	0.71
-0.024	0.711
-0.0113	0.712
-0.0053	0.713
0.0082	0.714
0.0157	0.715
0.0172	0.716
0.0187	0.717
0.0157	0.718
0.018	0.719
0.0165	0.72
0.012	0.721
0.0052	0.722
-0.0015	0.723
-0.0015	0.724
-0.0008	0.725
0.003	0.726
0.0037	0.727
-0.0008	0.728
-0.0015	0.729
0.003	0.73
0.0082	0.731
0.012	0.732
0.0165	0.733
0.0195	0.734
0.0187	0.735
0.0127	0.736
0.0067	0.737
0.0015	0.738
-0.0008	0.739
-0.0008	0.74
0.0007	0.741
-0.0015	0.742
-0.0046	0.743
-0.0053	0.744
-0.0053	0.745
-0.0068	0.746
-0.0075	0.747
-0.0091	0.748
-0.0091	0.749
-0.0053	0.75
-0.0008	0.751
0.0037	0.752
0.0052	0.753
0.0052	0.754
0.0052	0.755
0.0022	0.756
0.0007	0.757
-0.0008	0.758
-0.003	0.759
-0.003	0.76
-0.0046	0.761
-0.0046	0.762
-0.0038	0.763
-0.0053	0.764
-0.006	0.765
-0.0053	0.766
-0.0038	0.767
-0.0023	0.768
-0.0008	0.769
-0.0015	0.77
-0.0038	0.771
-0.0023	0.772
-0.0023	0.773
-0.003	0.774
-0.003	0.775
-0.0015	0.776
-0.0015	0.777
-0.003	0.778
-0.0015	0.779
-0.0008	0.78
0.0015	0.781
0.0022	0.782
0.003	0.783
0.0015	0.784
0.0007	0.785
0.0037	0.786
0.0082	0.787
0.0105	0.788
0.012	0.789
0.0112	0.79
0.009	0.791
0.0082	0.792
0.0045	0.793
0.0007	0.794
-0.0053	0.795
-0.0143	0.796
-0.0188	0.797
-0.0225	0.798
-0.0256	0.799
-0.0195	0.8
-0.0143	0.801
-0.0143	0.802
-0.0135	0.803
-0.0068	0.804
0.0052	0.805
0.0195	0.806
0.027	0.807
0.0307	0.808
0.0315	0.809
0.027	0.81
0.0187	0.811
0.009	0.812
0.0045	0.813
-0.0023	0.814
-0.0053	0.815
-0.0068	0.816
-0.0091	0.817
-0.0075	0.818
-0.0083	0.819
-0.0068	0.82
-0.006	0.821
-0.0046	0.822
-0.0046	0.823
-0.0046	0.824
-0.003	0.825
-0.0015	0.826
-0.0008	0.827
-0.003	0.828
-0.0038	0.829
0.0	0.83
-0.0008	0.831
0.0007	0.832
0.0007	0.833
-0.0015	0.834
-0.0023	0.835
-0.006	0.836
-0.0053	0.837
-0.0015	0.838
0.0045	0.839
0.009	0.84
0.0075	0.841
0.012	0.842
0.0157	0.843
0.018	0.844
0.0202	0.845
0.0135	0.846
0.0015	0.847
-0.0158	0.848
-0.0293	0.849
-0.042	0.85
-0.0511	0.851
-0.0488	0.852
-0.0375	0.853
-0.0203	0.854
-0.0023	0.855
0.018	0.856
0.0277	0.857
0.0307	0.858
0.0307	0.859
0.0277	0.86
0.0202	0.861
0.0082	0.862
-0.0008	0.863
-0.003	0.864
-0.0008	0.865
0.0022	0.866
0.0052	0.867
0.0067	0.868
0.003	0.869
0.003	0.87
0.0052	0.871
0.0007	0.872
-0.0008	0.873
-0.003	0.874
-0.0068	0.875
-0.0046	0.876
-0.003	0.877
0.0022	0.878
0.0052	0.879
0.0045	0.88
0.0015	0.881
0.0007	0.882
-0.0015	0.883
-0.0038	0.884
-0.0015	0.885
-0.0015	0.886
0.0015	0.887
0.0045	0.888
0.0052	0.889
0.0052	0.89
0.006	0.891
0.0037	0.892
0.0007	0.893
-0.0008	0.894
-0.0083	0.895
-0.0158	0.896
-0.0181	0.897
-0.0256	0.898
-0.027	0.899
-0.0218	0.9
-0.0135	0.901
-0.0046	0.902
-0.0008	0.903
0.003	0.904
0.0082	0.905
0.0142	0.906
0.0217	0.907
0.024	0.908
0.0292	0.909
0.027	0.91
0.0165	0.911
0.006	0.912
-0.0046	0.913
-0.0091	0.914
-0.0128	0.915
-0.0165	0.916
-0.0181	0.917
-0.0158	0.918
-0.0083	0.919
0.0	0.92
0.0045	0.921
0.0052	0.922
0.0097	0.923
0.0105	0.924
0.0097	0.925
0.0105	0.926
0.0082	0.927
0.003	0.928
-0.0008	0.929
-0.0023	0.93
-0.0053	0.931
-0.0053	0.932
-0.006	0.933
-0.0083	0.934
-0.0083	0.935
-0.0105	0.936
-0.0091	0.937
-0.0068	0.938
-0.0068	0.939
-0.0053	0.94
-0.003	0.941
0.0	0.942
0.0015	0.943
0.0007	0.944
0.003	0.945
0.006	0.946
0.0082	0.947
0.0052	0.948
0.0022	0.949
0.0	0.95
-0.003	0.951
-0.0038	0.952
-0.003	0.953
-0.0015	0.954
-0.0015	0.955
-0.0008	0.956
-0.0046	0.957
-0.0083	0.958
-0.0053	0.959
-0.0046	0.96
-0.0038	0.961
-0.003	0.962
-0.0015	0.963
-0.0038	0.964
-0.0053	0.965
0.0007	0.966
0.0097	0.967
0.0187	0.968
0.0262	0.969
0.0315	0.97
0.0315	0.971
0.0315	0.972
0.027	0.973
0.0142	0.974
0.0105	0.975
0.0067	0.976
0.0037	0.977
0.003	0.978
-0.0053	0.979
-0.0105	0.98
-0.0203	0.981
-0.0346	0.982
-0.0443	0.983
-0.0533	0.984
-0.054	0.985
-0.0428	0.986
-0.0173	0.987
0.0045	0.988
0.0105	0.989
0.0217	0.99
0.0217	0.991
0.018	0.992
0.0135	0.993
0.0067	0.994
0.0067	0.995
0.003	0.996
0.003	0.997
0.0022	0.998
0.003	0.999
0.0037	1.0
0.0007	1.001
0.0	1.002
-0.0008	1.003
-0.0008	1.004
-0.003	1.005
-0.006	1.006
-0.0068	1.007
-0.006	1.008
-0.006	1.009
-0.0046	1.01
-0.0015	1.011
0.0007	1.012
0.0052	1.013
0.0052	1.014
0.0082	1.015
0.0097	1.016
0.0045	1.017
-0.0023	1.018
-0.0046	1.019
-0.0038	1.02
-0.0083	1.021
-0.0165	1.022
-0.0233	1.023
-0.0158	1.024
0.0007	1.025
0.0142	1.026
0.0277	1.027
0.0345	1.028
0.0345	1.029
0.0292	1.03
0.0202	1.031
0.015	1.032
0.009	1.033
0.0007	1.034
-0.0023	1.035
-0.003	1.036
-0.0015	1.037
-0.0015	1.038
-0.003	1.039
-0.0068	1.04
-0.0083	1.041
-0.0091	1.042
-0.015	1.043
-0.021	1.044
-0.0218	1.045
-0.0165	1.046
-0.0128	1.047
-0.0068	1.048
-0.0053	1.049
-0.0068	1.05
-0.0105	1.051
-0.0143	1.052
-0.012	1.053
-0.0135	1.054
-0.0135	1.055
-0.0105	1.056
-0.0068	1.057
0.003	1.058
0.009	1.059
0.0135	1.06
0.0165	1.061
0.0142	1.062
0.012	1.063
0.0075	1.064
0.0015	1.065
-0.0023	1.066
-0.003	1.067
-0.0015	1.068
-0.0015	1.069
-0.0008	1.07
0.0022	1.071
0.0007	1.072
0.0015	1.073
0.0007	1.074
0.0007	1.075
0.0067	1.076
0.006	1.077
0.009	1.078
0.0112	1.079
0.0112	1.08
0.0127	1.081
0.012	1.082
0.0135	1.083
0.009	1.084
0.0045	1.085
0.0007	1.086
-0.003	1.087
-0.0053	1.088
-0.0053	1.089
-0.0053	1.09
-0.0075	1.091
-0.0053	1.092
-0.003	1.093
-0.0008	1.094
-0.0015	1.095
-0.0046	1.096
-0.0091	1.097
-0.0135	1.098
-0.0113	1.099
-0.0083	1.1
-0.0113	1.101
-0.0143	1.102
-0.0143	1.103
-0.0083	1.104
-0.0023	1.105
0.0	1.106
0.0022	1.107
0.0015	1.108
0.006	1.109
0.015	1.11
0.0247	1.111
0.027	1.112
0.024	1.113
0.0202	1.114
0.0097	1.115
0.003	1.116
-0.003	1.117
-0.0083	1.118
-0.0068	1.119
-0.0083	1.12
-0.0075	1.121
-0.0068	1.122
-0.0091	1.123
-0.006	1.124
-0.0046	1.125
-0.0053	1.126
-0.0083	1.127
-0.0105	1.128
-0.0113	1.129
-0.0128	1.13
-0.0143	1.131
-0.0158	1.132
-0.0098	1.133
0.0037	1.134
0.0157	1.135
0.027	1.136
0.0277	1.137
0.0247	1.138
0.0187	1.139
0.0105	1.14
0.0052	1.141
-0.0023	1.142
-0.0053	1.143
-0.0053	1.144
-0.0053	1.145
-0.0046	1.146
-0.003	1.147
0.0007	1.148
0.006	1.149
0.0112	1.15
0.0142	1.151
0.0157	1.152
0.0067	1.153
-0.0091	1.154
-0.024	1.155
-0.0383	1.156
-0.042	1.157
-0.033	1.158
-0.0225	1.159
-0.0143	1.16
-0.0091	1.161
0.0015	1.162
0.012	1.163
0.0202	1.164
0.024	1.165
0.0232	1.166
0.0202	1.167
0.0157	1.168
0.012	1.169
0.006	1.17
0.0015	1.171
0.0007	1.172
-0.003	1.173
-0.003	1.174
-0.006	1.175
-0.0053	1.176
-0.0038	1.177
-0.0068	1.178
-0.0068	1.179
-0.0046	1.18
-0.0038	1.181
-0.006	1.182
-0.006	1.183
-0.0038	1.184
0.0007	1.185
0.0045	1.186
0.0052	1.187
0.0052	1.188
0.009	1.189
0.009	1.19
0.0052	1.191
0.006	1.192
0.0015	1.193
0.0	1.194
0.0	1.195
-0.003	1.196
-0.0023	1.197
-0.0046	1.198
-0.0046	1.199
-0.0046	1.2
-0.0068	1.201
-0.0053	1.202
-0.006	1.203
-0.0068	1.204
-0.0083	1.205
-0.0075	1.206
-0.0053	1.207
-0.003	1.208
-0.0015	1.209
-0.0008	1.21
0.0045	1.211
0.012	1.212
0.015	1.213
0.0157	1.214
0.0157	1.215
0.0157	1.216
0.009	1.217
0.0015	1.218
0.0052	1.219
0.0037	1.22
0.0015	1.221
0.0007	1.222
0.0	1.223
-0.0008	1.224
-0.0023	1.225
-0.0038	1.226
-0.0068	1.227
-0.0083	1.228
-0.0091	1.229
-0.0105	1.23
-0.0091	1.231
-0.0068	1.232
-0.0075	1.233
-0.0083	1.234
-0.0046	1.235
-0.003	1.236
-0.0023	1.237
-0.0015	1.238
-0.0008	1.239
0.0007	1.24
-0.0008	1.241
-0.0008	1.242
0.0	1.243
0.0015	1.244
0.0015	1.245
-0.0008	1.246
0.0007	1.247
0.0007	1.248
0.003	1.249
0.003	1.25
0.0022	1.251
0.0045	1.252
0.0022	1.253
0.0022	1.254
0.0022	1.255
0.0037	1.256
0.0045	1.257
0.003	1.258
0.0015	1.259
-0.0015	1.26
-0.0008	1.261
-0.0008	1.262
-0.0015	1.263
-0.0015	1.264
-0.003	1.265
-0.0015	1.266
-0.0015	1.267
-0.003	1.268
-0.0023	1.269
-0.0015	1.27
-0.0015	1.271
-0.003	1.272
-0.0053	1.273
-0.006	1.274
-0.003	1.275
-0.003	1.276
-0.003	1.277
0.0	1.278
0.0022	1.279
0.0007	1.28
0.0037	1.281
0.0052	1.282
0.0037	1.283
0.003	1.284
0.006	1.285
0.0067	1.286
0.009	1.287
0.012	1.288
0.0127	1.289
0.0142	1.29
0.0097	1.291
0.0067	1.292
0.0037	1.293
0.0	1.294
-0.0008	1.295
-0.003	1.296
-0.0053	1.297
-0.0098	1.298
-0.015	1.299
-0.0195	1.3
-0.0203	1.301
-0.0195	1.302
-0.0195	1.303
-0.0173	1.304
-0.0105	1.305
-0.0008	1.306
0.0105	1.307
0.018	1.308
0.021	1.309
0.021	1.31
0.0112	1.311
0.006	1.312
0.0045	1.313
-0.0008	1.314
-0.0046	1.315
-0.0083	1.316
-0.0053	1.317
-0.0046	1.318
-0.0068	1.319
-0.0046	1.32
-0.003	1.321
-0.0008	1.322
0.0007	1.323
-0.0015	1.324
-0.0008	1.325
0.0	1.326
-0.0008	1.327
-0.0008	1.328
-0.0008	1.329
0.0007	1.33
-0.0008	1.331
-0.0015	1.332
0.0	1.333
0.0	1.334
0.0007	1.335
0.0015	1.336
0.0007	1.337
-0.0008	1.338
0.0	1.339
0.0	1.34
0.0007	1.341
0.0015	1.342
0.0015	1.343
-0.0008	1.344
-0.0008	1.345
0.0015	1.346
0.0007	1.347
-0.0008	1.348
-0.0015	1.349
-0.0015	1.35
0.0007	1.351
-0.0008	1.352
0.0	1.353
0.0015	1.354
0.0007	1.355
0.0007	1.356
0.0015	1.357
0.0015	1.358
0.0007	1.359
-0.0008	1.36
0.0	1.361
0.0	1.362
-0.0015	1.363
-0.0015	1.364
-0.0008	1.365
-0.0008	1.366
-0.0008	1.367
0.0007	1.368
-0.0008	1.369
-0.0015	1.37
-0.0008	1.371
-0.0008	1.372
0.0007	1.373
-0.0008	1.374
-0.0008	1.375
-0.0008	1.376
-0.0008	1.377
0.0007	1.378
0.0015	1.379
0.0015	1.38
0.0007	1.381
0.0022	1.382
0.0052	1.383
0.0037	1.384
0.0007	1.385
0.0	1.386
-0.0015	1.387
-0.0015	1.388
-0.0015	1.389
-0.0038	1.39
-0.003	1.391
0.0	1.392
0.0015	1.393
0.0007	1.394
-0.0015	1.395
-0.0068	1.396
-0.0083	1.397
-0.0068	1.398
-0.0015	1.399
0.0022	1.4
0.0037	1.401
0.0052	1.402
0.0082	1.403
0.0105	1.404
0.0052	1.405
0.0052	1.406
0.0022	1.407
-0.0015	1.408
-0.0053	1.409
-0.0105	1.41
-0.0098	1.411
-0.0091	1.412
-0.0091	1.413
-0.0068	1.414
0.0	1.415
0.0067	1.416
0.0067	1.417
0.009	1.418
0.012	1.419
0.009	1.42
0.0045	1.421
0.0007	1.422
-0.003	1.423
-0.0038	1.424
-0.006	1.425
-0.006	1.426
-0.003	1.427
-0.0015	1.428
0.003	1.429
0.0022	1.43
0.003	1.431
0.003	1.432
0.003	1.433
0.003	1.434
0.0007	1.435
0.0007	1.436
-0.0008	1.437
-0.0008	1.438
-0.0023	1.439
-0.003	1.44
-0.0008	1.441
-0.0008	1.442
-0.003	1.443
-0.0038	1.444
-0.003	1.445
-0.0053	1.446
-0.003	1.447
-0.0015	1.448
-0.0023	1.449
-0.0008	1.45
-0.0008	1.451
0.0007	1.452
0.0015	1.453
0.0	1.454
0.0007	1.455
0.0015	1.456
0.0015	1.457
0.0007	1.458
0.0007	1.459
0.0007	1.46
0.0007	1.461
0.0007	1.462
0.0007	1.463
0.0007	1.464
-0.0008	1.465
0.0015	1.466
0.0007	1.467
-0.0023	1.468
-0.003	1.469
-0.0015	1.47
0.0015	1.471
0.0015	1.472
0.003	1.473
0.003	1.474
0.0007	1.475
-0.0008	1.476
-0.003	1.477
-0.0008	1.478
0.0015	1.479
-0.0008	1.48
-0.0023	1.481
0.003	1.482
0.0015	1.483
-0.0008	1.484
0.0007	1.485
-0.0008	1.486
0.0007	1.487
-0.0008	1.488
-0.0008	1.489
0.0	1.49
0.0	1.491
-0.0008	1.492
0.0	1.493
0.0015	1.494
-0.0008	1.495
-0.0008	1.496
-0.0015	1.497
-0.003	1.498
-0.0015	1.499
-0.0023	1.5
-0.0015	1.501
-0.0023	1.502
-0.0023	1.503
-0.003	1.504
-0.0015	1.505
-0.0008	1.506
-0.0015	1.507
-0.003	1.508
