VaMe,time
-0.00023184588026253002,0.001
-0.0012121197288683136,0.002
-0.0022697770514144614,0.003
-0.0034595186664324053,0.004
-0.004723372647936445,0.005
-0.005841158277557193,0.006
-0.006477709521626452,0.007
-0.0063426861536731586,0.008
-0.005347186826613032,0.009
-0.0036188271537127325,0.01
-0.00139329266373278,0.011
0.0011010242229357913,0.012
0.003697600425978307,0.013
0.006267464463846848,0.014
0.008643713810987977,0.015
0.010563080327591238,0.016
0.011679199582758924,0.017
0.011663047178056597,0.018
0.010334817043550928,0.019
0.0077316809208782195,0.02
0.004086342132955562,0.021
-0.00023905127913835257,0.022
-0.004816110937046712,0.023
-0.009179177619103597,0.024
-0.01283435653665414,0.025
-0.01530290921267816,0.026
-0.016215316497166756,0.027
-0.015404735342673935,0.028
-0.012945685348501981,0.029
-0.009132223156836719,0.03
-0.00441113534452065,0.031
0.0007155257729869427,0.032
0.005780578414534092,0.033
0.01038266366816909,0.034
0.014154465023420847,0.035
0.01673382227421559,0.036
0.01780633165655653,0.037
0.017206693065091604,0.038
0.014986309745682562,0.039
0.011386607678522863,0.04
0.006761011584210811,0.041
0.0015161580924174397,0.042
-0.0039088398702947485,0.043
-0.009053092613787917,0.044
-0.013470734039463349,0.045
-0.01678318340603834,0.046
-0.01869861659816197,0.047
-0.018991131919228188,0.048
-0.017487149480577422,0.049
-0.014118506591857712,0.05
-0.009054326068287741,0.051
-0.0028198373979744285,0.052
0.003725806127540137,0.053
0.009582320529791155,0.054
0.013885480968554803,0.055
0.01613659459582115,0.056
0.016276242372218527,0.057
0.014583185515770593,0.058
0.011483698902703628,0.059
0.0073946966333495266,0.06
0.0026957955882614577,0.061
-0.0021732002703486984,0.062
-0.006643591214389231,0.063
-0.010114077946851745,0.064
-0.012136336033037211,0.065
-0.012529607937216717,0.066
-0.011379381115220695,0.067
-0.008971883946434455,0.068
-0.005714326797532002,0.069
-0.0020570404487945024,0.07
0.0015724214573481006,0.071
0.0048016640849439145,0.072
0.0073261292052255785,0.073
0.008945009031248874,0.074
0.009603162216493077,0.075
0.009377679186071726,0.076
0.008415313890551538,0.077
0.00689141116773387,0.078
0.005001939352118254,0.079
0.002944836253946548,0.08
0.0009015937404025284,0.081
-0.0009496780737994492,0.082
-0.0024136493558826414,0.083
-0.0032891898198629923,0.084
-0.0034251542822599738,0.085
-0.002808289421123122,0.086
-0.0016395197903595888,0.087
-0.000340723220022731,0.088
0.0005370520466918875,0.089
0.0004875261443370835,0.09
-0.0007688958477452974,0.091
-0.0031796154624658813,0.092
-0.006349608321851987,0.093
-0.009615694639347803,0.094
-0.0121976051245414,0.095
-0.013387702930832024,0.096
-0.012721407867676943,0.097
-0.010081614137084426,0.098
-0.005722807328631264,0.099
-0.00023264539733463483,0.1
0.005554269567420727,0.101
0.01069877145443837,0.102
0.014363734973396363,0.103
0.01603020673539234,0.104
0.0156094780415469,0.105
